Tue Jan 17 13:12:14 JST 2023,,,,,,,,,,,,,,,,,,
WSCE-5000_SEED(0),,,,,,,,,,,,,,,W-SCE,SCE,,
VisitorId,waitingTime[0],waitingTime[1],waitingTime[2],waitingTime[3],maxWTime,minWTime,sumWaitingTime,movingTime,travelTime,preference[0](WT),preference[1](MT),preference[2](TT),preference[3](smooth),preference[4](bias),utility,utility,W-SCEÇ≈è„è∏Ç∑ÇÈå¯óp,
696,1061,4090,3070,12368,12368,1061,20589,3000,24789,0.62580149,0.079407133,0,0,0.294791378,-9789.642162,-7460.163076,-2329.479086,
697,364,2703,1616,1555,2703,364,6238,3000,10428,0.193835609,0.479124993,0,0,0.327039398,-1881.576357,-763.8142624,-1117.762095,
698,286,532,2320,10385,10385,286,13523,2600,17333,0.144173648,0.619340787,0,0,0.236485565,-1171.678561,-1113.416789,-58.26177206,
699,305,485,3788,3021,3788,305,7599,2600,11389,0.230066885,0.533253616,0,0,0.236679498,-2310.382972,-2059.539484,-250.8434887,
700,1057,3290,2863,3598,3598,1057,10808,2600,14568,0.461891215,0.071478612,0,0,0.466630173,-3992.257375,-3213.558417,-778.6989586,
701,292,1070,1100,1580,1580,292,4042,3000,8232,0.145921192,0.228228254,0,0,0.625850554,-468.4027065,-158.0879076,-310.3147989,
702,312,2138,1493,5837,5837,312,9780,3000,14000,0.326695548,0.387690754,0,0,0.285613698,-2780.13904,-4779.005948,1998.866907,
703,381,1631,6923,3266,6923,381,12201,2600,16031,0.231670605,0.472683885,0,0,0.29564551,-2121.478229,-2337.756607,216.2783775,
704,549,1869,4960,2951,4960,549,10329,3000,14539,0.152884275,0.275558202,0,0,0.571557522,115.3239459,-1505.038616,1620.362561,
705,571,3765,1200,3085,3765,571,8621,3400,13171,0.172920648,0.47555205,0,0,0.351527302,-1984.847678,-2677.502516,692.6548379,
706,296,2229,6941,3199,6941,296,12665,3000,16855,0.512111415,0.012333331,0,0,0.475555254,-3362.826405,-3066.367407,-296.4589973,
707,1050,1152,5183,3312,5183,1050,10697,3000,14867,0.401307517,0.423129654,0,0,0.175562829,-4836.574294,-4980.375861,143.8015668,
708,1169,705,5410,3415,5410,705,10699,3000,14899,0.405347356,0.569052753,0,0,0.02559989,-5923.522144,-5193.056262,-730.4658817,
709,1426,5760,5646,428,5760,428,13260,3800,18260,0.301128138,0.234432549,0,0,0.464439313,-2407.412386,-2174.327349,-233.0850373,
710,436,2468,5970,3268,5970,436,12142,2600,15952,0.085326569,0.830713391,0,0,0.083960039,-2731.255167,-3019.701513,288.4463454,
711,11,1245,1343,6757,6757,11,9356,3000,13576,0.171445146,0.411012712,0,0,0.417542142,-20.3396358,-892.5217403,872.1821045,
712,298,2341,6183,2399,6183,298,11221,3800,16201,0.629694107,0.104385594,0,0,0.265920299,-5897.521871,-6512.633525,615.1116533,
713,1035,3330,2597,15895,15895,1035,22857,2600,26647,0.430615969,0.217674634,0,0,0.351709397,-5182.141604,-2797.145342,-2384.996262,
714,661,1001,1119,9304,9304,661,12085,3400,16675,0.16566921,0.336948599,0,0,0.497382191,1151.136638,-1798.521929,2949.658567,
715,275,2754,1307,3614,3614,275,7950,4200,13350,0.434176538,0.25919117,0,0,0.306632292,-3516.461172,-3497.447008,-19.01416421,
716,276,343,940,4411,4411,276,5970,2600,9750,0.10378214,0.666896607,0,0,0.229321253,-1405.267173,-710.3992958,-694.8678771,
717,454,2674,2438,13192,13192,454,18758,4200,24198,0.115257874,0.410971907,0,0,0.473770219,2146.795854,-804.4004915,2951.196346,
718,461,986,1297,8574,8574,461,11318,3000,15548,0.046937523,0.433247187,0,0,0.51981529,2386.281002,2880.71831,-494.4373084,
719,560,3139,2183,3909,3909,560,9791,3000,14001,0.168456583,0.201044251,0,0,0.630499166,-140.9494485,1317.128782,-1458.07823,
720,422,2515,5364,15680,15680,422,23981,3000,28191,0.234356672,0.377679069,0,0,0.387964258,-833.5859098,-413.2248299,-420.3610799,
721,1013,3243,2852,1398,3243,1013,8506,3400,13066,0.429949124,0.374816311,0,0,0.195234565,-4496.149622,-4590.349737,94.20011459,
722,1247,1272,6577,2657,6577,1247,11753,4200,17163,0.584165034,0.23983041,0,0,0.176004555,-6934.87509,-3335.034029,-3599.841061,
723,293,1082,969,2424,2424,293,4768,3400,9358,0.631521205,0.111394275,0,0,0.25708452,-2841.986531,-4442.891927,1600.905397,
724,415,2600,7783,440,7783,415,11238,2600,15028,0.251701857,0.261795213,0,0,0.48650293,75.26056786,-1968.107817,2043.368384,
725,1083,2079,1746,2894,2894,1083,7802,5800,14782,0.433065109,0.163792527,0,0,0.403142365,-3598.679811,-2038.495496,-1560.184316,
726,1188,1269,8335,4401,8335,1188,15193,3800,20203,0.406812027,0.384705189,0,0,0.208482785,-6152.54838,-11575.20972,5422.661335,
727,1009,3368,11569,19040,19040,1009,34986,3400,39606,0.616492717,0.376760465,0,0,0.006746818,-22727.9479,-13428.66358,-9299.284323,
728,619,2876,8635,4208,8635,619,16338,3400,20938,0.372948024,0.315335228,0,0,0.311716748,-4666.643145,-5839.112155,1172.46901,
729,700,3838,10784,949,10784,700,16271,4600,22071,0.440687599,0.08278466,0,0,0.476527741,-2745.931621,-3534.803197,788.8715754,
730,717,802,3984,2949,3984,717,8452,3000,12672,0.340795799,0.444944431,0,0,0.214259769,-3515.252725,-2953.486594,-561.7661303,
731,308,1031,5874,13239,13239,308,20452,3000,24652,0.324075832,0.257870121,0,0,0.418054047,-1995.752384,-1745.539672,-250.2127119,
732,1079,3402,9542,13969,13969,1079,27992,3400,32592,0.409013306,0.142329191,0,0,0.448657503,-6149.824504,-3022.139783,-3127.684721,
733,1542,1061,5691,2368,5691,1061,10662,4200,16032,0.371113456,0.282869267,0,0,0.346017277,-3542.802597,-3055.79844,-487.0041565,
734,454,683,6221,5325,6221,454,12683,3800,17663,0.125065005,0.6712543,0,0,0.203680694,-2962.339239,-1675.677355,-1286.661884,
735,489,2341,2151,13703,13703,489,18684,3800,23724,0.157951492,0.389412061,0,0,0.452636447,1550.206503,789.1901716,761.0163316,
736,731,3551,1146,12170,12170,731,17598,3000,21778,0.299438941,0.525346925,0,0,0.175214134,-4841.292786,-3520.977132,-1320.315654,
737,73,1966,1560,3269,3269,73,6868,4200,12228,0.433055614,0.144069929,0,0,0.422874458,-2227.812889,-2168.648352,-59.16453699,
738,1066,3441,11270,17080,17080,1066,32857,3400,37487,0.504261711,0.14083452,0,0,0.354903769,-11363.93544,-7268.445986,-4095.489455,
739,1071,3415,12371,267,12371,267,17124,3800,22104,0.446395174,0.522612634,0,0,0.030992192,-9254.869475,-9927.399547,672.530072,
740,372,2615,7784,448,7784,372,11219,2600,15009,0.366784124,0.345082562,0,0,0.288133314,-2876.52162,-4753.266944,1876.745324,
741,1159,1051,2248,12103,12103,1051,16561,4200,21921,0.638194747,0.325238958,0,0,0.036566295,-11531.01614,-5596.329339,-5934.686806,
742,1162,3510,9976,288,9976,288,14936,2600,18716,0.437480393,0.417682962,0,0,0.144836645,-6217.00543,-13377.31061,7160.305183,
743,329,2762,2413,14884,14884,329,20388,4200,25798,0.157101631,0.423075207,0,0,0.419823162,1130.62221,-2155.027718,3285.649928,
744,1277,3984,11515,603,11515,603,17379,3800,22379,0.337217913,0.336596381,0,0,0.326185706,-3580.237933,-4106.107406,525.8694726,
745,89,1683,1429,7337,7337,89,10538,2600,14358,0.397546144,0.344753998,0,0,0.257699858,-3217.89309,-2315.695749,-902.1973407,
746,1684,4747,3430,16379,16379,1684,26240,3000,30430,0.15732039,0.406167269,0,0,0.436512341,1067.960006,-268.4257276,1336.385734,
747,334,2289,8757,2036,8757,334,13416,3400,18006,0.518966386,0.472386447,0,0,0.008647167,-8495.731865,-10868.49355,2372.761688,
748,346,2458,2228,5892,5892,346,10924,3400,15484,0.136077947,0.408287139,0,0,0.455634914,-347.7405394,-114.441559,-233.2989805,
749,2104,7587,11776,319,11776,319,21786,5400,28416,0.222199481,0.320790142,0,0,0.457010378,-1337.136755,-1942.218988,605.0822328,
750,1255,3758,9401,13905,13905,1255,28319,2600,32129,0.335858119,0.270943205,0,0,0.393198676,-5241.655166,-3474.876387,-1766.778779,
751,1063,1011,1821,11776,11776,1011,15671,2600,19471,0.410696927,0.495314753,0,0,0.09398832,-6712.065637,-8796.244523,2084.178886,
752,706,3626,1222,2948,3626,706,8502,3000,12682,0.302431609,0.444046266,0,0,0.253522125,-3163.127735,-2277.171809,-885.9559255,
753,405,1472,1589,1902,1902,405,5368,2600,9188,0.339649616,0.570244286,0,0,0.090106098,-3170.985455,-7518.103292,4347.117837,
754,106,891,3399,1366,3399,106,5762,3000,9932,0.084100029,0.487143203,0,0,0.428756768,-534.1179414,-1177.13972,643.021779,
755,582,761,1865,1445,1865,582,4653,4200,10033,0.284812422,0.296055377,0,0,0.419132201,-2030.918169,-1580.486347,-450.4318224,
756,406,890,5457,3393,5457,406,10146,3400,14766,0.047209014,0.237653126,0,0,0.71513786,2325.158041,3847.341363,-1522.183322,
757,424,2615,2398,3082,3082,424,8519,4200,13929,0.31068213,0.648706366,0,0,0.040611505,-5263.322419,-6019.218754,755.896335,
758,575,2935,2485,15428,15428,575,21423,4200,26863,0.308580016,0.115237838,0,0,0.576182146,1463.324814,-646.2543302,2109.579144,
759,449,956,7406,403,7406,403,9214,3800,14214,0.01632675,0.287726954,0,0,0.695946296,3629.914811,950.5329445,2679.381866,
760,413,3805,8932,18335,18335,413,31485,3800,36535,0.115984046,0.384881796,0,0,0.499134158,3831.173877,2272.896962,1558.276915,
761,653,2965,8303,2193,8303,653,14114,3000,18274,0.122848253,0.376142018,0,0,0.501009729,970.4181245,-1256.995026,2227.41315,
762,427,1072,4706,3328,4706,427,9533,2600,13333,0.164940965,0.386750913,0,0,0.448308122,-659.6241342,-1840.66315,1181.039016,
763,567,766,4728,3535,4728,567,9596,4200,14976,0.879962116,0.00403864,0,0,0.115999244,-7978.405893,-3741.252229,-4237.153664,
764,92,1004,3880,2765,3880,92,7741,2600,11521,0.348498476,0.465041527,0,0,0.186459997,-3200.524207,-4520.643658,1320.11945,
765,526,646,4418,3421,4418,526,9011,3000,13191,0.43537965,0.338546362,0,0,0.226073988,-4058.965157,-4026.153658,-32.81149855,
766,1748,6718,4614,724,6718,724,13804,6200,21214,0.553754698,0.114690616,0,0,0.331554686,-6367.772876,-6278.796597,-88.97627883,
767,415,2617,8291,1637,8291,415,12960,4600,18740,0.391582058,0.149905116,0,0,0.458512826,-2153.219983,-2030.52282,-122.6971626,
768,442,3136,9822,1533,9822,442,14933,3800,19963,0.095172309,0.468032856,0,0,0.436794835,897.4026107,1485.624201,-588.2215899,
769,566,6525,2945,1965,6525,566,12001,5000,18201,0.279878284,0.398558216,0,0,0.321563501,-3435.413464,-1644.353475,-1791.059989,
770,1617,5655,1735,2838,5655,1617,11845,3000,16045,0.463100094,0.063391597,0,0,0.473508309,-3763.568848,-3014.826726,-748.7421218,
771,2950,5651,2659,1351,5651,1351,12611,5800,19601,0.398794851,0.004107818,0,0,0.597097332,-2485.50868,-3075.876434,590.3677541,
772,120,1647,4134,3640,4134,120,9541,2600,13351,0.070215583,0.367786755,0,0,0.561997662,629.6861758,-325.2064851,954.8926609,
773,1212,3982,11504,7391,11504,1212,24089,4200,29499,0.240405572,0.37595206,0,0,0.383642368,-3421.681216,-1660.669929,-1761.011287,
774,1234,4524,11096,9250,11096,1234,26104,3400,30744,0.652359631,0.209626169,0,0,0.1380142,-16380.82873,-14036.94174,-2343.886994,
775,453,4010,11458,2978,11458,453,18899,3800,23929,0.475652946,0.086349876,0,0,0.437997178,-4497.335608,-6396.678963,1899.343355,
776,368,3736,9527,1044,9527,368,14675,3800,19645,0.473876517,0.152397883,0,0,0.3737256,-4110.297071,-4149.114391,38.8173201,
777,668,3664,11795,13739,13739,668,29866,3000,34106,0.660612903,0.018198057,0,0,0.32118904,-15586.19718,-9867.4188,-5718.778383,
778,646,3568,1184,2948,3568,646,8346,3000,12546,0.446486088,0.191915762,0,0,0.36159815,-3245.530381,-5351.147265,2105.616884,
779,4262,3800,13568,131,13568,131,21761,7400,30331,0.061115125,0.282683837,0,0,0.656201037,5395.586694,-1092.538774,6488.125468,
780,435,927,1636,7300,7300,435,10298,2600,14108,0.473859415,0.319246628,0,0,0.206893957,-4289.518478,-4410.044722,120.5262439,
781,434,2753,2133,5697,5697,434,11017,3400,15597,0.261438837,0.297853258,0,0,0.440707905,-1573.527045,-2305.772504,732.2454589,
782,394,584,5479,1745,5479,394,8202,3000,12412,0.114742685,0.334233904,0,0,0.551023411,858.1328297,2442.210214,-1584.077385,
783,1171,1371,1626,1542,1626,1171,5710,3400,10260,0.409239711,0.492903093,0,0,0.097857195,-3968.104245,-5942.743124,1974.638879,
784,1267,3697,12497,9303,12497,1267,26764,3000,30974,0.382359773,0.580968877,0,0,0.036671349,-11564.56435,-6654.813766,-4909.750587,
785,466,2481,5824,2744,5824,466,11515,2600,15345,0.05748541,0.847273119,0,0,0.095241471,-2354.5508,-2626.273866,271.7230666,
786,1169,1401,6122,13783,13783,1169,22475,3400,27065,0.365330627,0.426577694,0,0,0.208091679,-7036.301559,-3522.053407,-3514.248152,
787,390,1062,1058,1624,1624,390,4134,2600,7924,0.258855276,0.341702769,0,0,0.399441956,-1465.623536,-1744.643554,279.0200183,
788,4858,12341,7128,1086,12341,1086,25413,5800,32423,0.328880884,0.177073314,0,0,0.494045803,-3824.389608,-3516.824744,-307.5648639,
789,1273,3693,12692,2366,12692,1273,20024,3800,25034,0.392275923,0.409351721,0,0,0.198372356,-7145.255695,-9293.574248,2148.318552,
790,369,592,3950,10845,10845,369,15756,2600,19526,0.210074131,0.444254186,0,0,0.345671683,-843.7323383,-1280.919977,437.1876389,
791,128,2774,6688,2211,6688,128,11801,3800,16791,0.251396655,0.451186954,0,0,0.297416392,-2730.190818,-3217.237402,487.0465844,
792,338,2339,1781,2719,2719,338,7177,3000,11397,0.303938317,0.536775474,0,0,0.159286209,-3412.431261,-6830.367793,3417.936532,
793,1397,4954,5700,265,5700,265,12316,3400,16886,0.691944207,0.052735248,0,0,0.255320545,-7313.617538,-10377.43261,3063.815077,
794,372,2561,10185,1310,10185,372,14428,3800,19418,0.3038659,0.35128348,0,0,0.34485062,-2335.035287,-1749.686404,-585.3488827,
795,420,1005,6292,1107,6292,420,8824,3000,13034,0.320794877,0.268781735,0,0,0.410423388,-1227.033065,-2318.277422,1091.244357,
796,1236,3792,10824,311,10824,311,16163,2600,19943,0.383208248,0.299710347,0,0,0.317081405,-3639.565002,-4394.259133,754.6941307,
797,421,2818,8375,1987,8375,421,13601,3000,17801,0.221433792,0.461594021,0,0,0.316972188,-1875.30628,-2400.881693,525.5754134,
798,1277,3932,10647,13899,13899,1277,29755,3000,33955,0.510305773,0.465213363,0,0,0.024480864,-16270.79091,-7874.7848,-8396.006107,
799,461,2042,8148,4591,8148,461,15242,3400,19862,0.324500721,0.344557774,0,0,0.330941505,-3573.589069,-4248.678715,675.089646,
800,1197,1155,8337,2555,8337,1155,13244,3000,17464,0.633403599,0.350509186,0,0,0.016087215,-9324.786447,-11442.10879,2117.322343,
801,1194,5145,11258,2506,11258,1194,20103,3400,24723,0.348566973,0.133954283,0,0,0.517478744,-2254.780338,2132.667471,-4387.447808,
802,1283,5194,13326,279,13326,279,20082,4600,25922,0.512593634,0.420581549,0,0,0.066824818,-11356.71708,-11860.0704,503.3533259,
803,1298,3852,13149,2090,13149,1298,20389,3800,25419,0.437532261,0.361465082,0,0,0.201002658,-7912.330081,-10184.61453,2272.284451,
804,468,653,5770,12643,12643,468,19534,2600,23344,0.143670602,0.509648662,0,0,0.346680736,89.2898964,330.922793,-241.6328966,
805,410,2477,1367,9422,9422,410,13676,2600,17496,0.410020537,0.428552286,0,0,0.161427177,-5266.895094,-3296.645069,-1970.250025,
806,840,1267,5736,751,5736,751,8594,3800,13594,0.246575797,0.359940773,0,0,0.39348343,-1525.332439,-2212.091459,686.75902,
807,445,2928,7063,2743,7063,445,13179,2600,16969,0.452551751,0.315481294,0,0,0.231966955,-5249.273579,-4765.796069,-483.4775099,
808,1383,6213,13290,131,13290,131,21017,3400,25627,0.412389879,0.434124825,0,0,0.153485295,-8123.509494,-6483.718333,-1639.791161,
809,151,2199,1095,7878,7878,151,11323,2600,15103,0.020270568,0.935789384,0,0,0.043940048,-2323.051296,-3986.53075,1663.479454,
810,1706,7349,2327,11334,11334,1706,22716,4200,28136,0.579557088,0.090102239,0,0,0.330340673,-10363.12821,-7257.030182,-3106.098032,
811,920,5247,15756,8150,15756,920,30073,3800,35113,0.513505223,0.153477327,0,0,0.33301745,-11085.20953,-11630.71352,545.5039824,
812,196,1053,5387,1171,5387,196,7807,4200,13177,0.114527602,0.35475554,0,0,0.530716859,370.8609593,-1531.98896,1902.849919,
813,387,2623,1317,2336,2623,387,6663,2200,10083,0.373178279,0.532605638,0,0,0.094216083,-3447.552119,-6374.251254,2926.699135,
814,1374,3475,11308,474,11308,474,16631,5000,22821,0.162614436,0.40055052,0,0,0.436835044,25.47759365,-2550.582006,2576.059599,
815,460,2878,5842,2273,5842,460,11453,3800,16413,0.332524616,0.054199635,0,0,0.613275749,-713.712963,-701.744677,-11.96828596,
816,1739,5434,13435,1802,13435,1739,22410,5000,28610,0.590112619,0.039036467,0,0,0.370850914,-9082.133835,-11690.63445,2608.500618,
817,620,5577,5637,1792,5637,620,13626,4600,19396,0.387091478,0.354385804,0,0,0.258522718,-5607.674705,-5033.230759,-574.4439455,
818,1380,1488,9612,328,9612,328,12808,3400,17398,0.389231139,0.349012133,0,0,0.261756728,-3741.76422,-2705.541085,-1036.223135,
819,469,967,1785,5786,5786,469,9007,3400,13547,0.356678921,0.272925408,0,0,0.370395671,-2171.159644,-1444.36924,-726.7904045,
820,854,1110,6663,3248,6663,854,11875,3400,16485,0.254998694,0.376982003,0,0,0.368019303,-2172.024167,-1975.513743,-196.5104239,
821,503,2951,2541,14317,14317,503,20312,3000,24532,0.479774983,0.170680614,0,0,0.349544403,-5428.624921,-8264.787469,2836.162549,
822,506,2723,8468,2310,8468,506,14007,2600,17857,0.229312178,0.633015489,0,0,0.137672333,-3761.668838,-3919.713679,158.0448414,
823,856,1296,2030,10408,10408,856,14590,3000,18800,0.031191678,0.211397498,0,0,0.757410824,6145.509108,918.2671323,5227.241975,
824,861,3980,3270,2698,3980,861,10809,4200,16219,0.646180895,0.00105752,0,0,0.352761585,-5888.747497,-5781.31523,-107.4322677,
825,512,3099,7764,2384,7764,512,13759,2600,17549,0.055168446,0.810530014,0,0,0.13430154,-1892.485922,-3163.3202,1270.834278,
826,1422,1553,7669,2201,7669,1422,12845,4200,18245,0.749258281,0.055205364,0,0,0.195536355,-8634.569534,-6759.428287,-1875.141248,
827,553,1040,1596,3270,3270,553,6459,4600,12219,0.547713019,0.002567145,0,0,0.449719836,-2327.598463,-1384.307333,-943.2911298,
828,1265,960,1627,5896,5896,960,9748,4200,15128,0.555415764,0.15111026,0,0,0.293473975,-4600.268425,-7300.834403,2700.565978,
829,495,738,1446,8900,8900,495,11579,3000,15789,0.10636832,0.304403933,0,0,0.589227747,2807.608636,1083.29568,1724.312956,
830,222,2557,8380,1999,8380,222,13158,3400,17758,0.358544862,0.427352493,0,0,0.214102645,-4424.082393,-5666.645496,1242.563103,
831,541,2477,2224,2969,2969,541,8211,3000,12431,0.356745529,0.290623137,0,0,0.352631334,-2944.918074,-3858.045047,913.1269725,
832,1276,4042,11030,495,11030,495,16843,3400,21473,0.310595123,0.525751243,0,0,0.163653634,-5294.816841,-6353.145686,1058.328846,
833,1285,1441,9640,279,9640,279,12645,5000,18835,0.120517264,0.408235581,0,0,0.471247155,846.2259069,-592.711983,1438.93789,
834,1343,4473,3067,2284,4473,1343,11167,4200,16537,0.39343911,0.170213823,0,0,0.436347067,-3742.666277,-4621.336764,878.6704872,
835,698,1154,4973,2957,4973,698,9782,3400,14362,0.156539232,0.148140451,0,0,0.695320318,937.5500637,1679.569319,-742.019255,
836,486,2899,7516,2265,7516,486,13166,2600,16916,0.185552512,0.540367894,0,0,0.274079594,-1921.16135,-3253.941275,1332.779924,
837,1012,4887,2960,626,4887,626,9485,3000,13695,0.687780972,0.250723481,0,0,0.061495547,-7013.740442,-12733.80349,5720.063052,
838,221,3811,9819,3559,9819,221,17410,3800,22400,0.05566273,0.123873172,0,0,0.820464098,6435.008228,6587.844628,-152.8363996,
839,524,3098,9008,13624,13624,524,26254,2600,30074,0.37693345,0.442835611,0,0,0.180230939,-8686.358082,-8062.544114,-623.8139675,
840,578,3015,2253,1838,3015,578,7684,3400,12264,0.447722673,0.339334961,0,0,0.212942366,-4075.099339,-2885.061402,-1190.037937,
841,1446,1524,5855,2228,5855,1446,11053,4200,16423,0.659128967,0.189671034,0,0,0.151199999,-7415.330015,-7668.324613,252.9945975,
842,1375,3583,11510,904,11510,904,17372,3800,22402,0.817468903,0.120830974,0,0,0.061700123,-14005.83598,-14694.50119,688.6652138,
843,482,3037,7580,334,7580,334,11433,3400,16013,0.476058639,0.422318469,0,0,0.101622893,-6142.301728,-7414.259688,1271.957961,
844,1329,1861,1550,2933,2933,1329,7673,5000,13823,0.539843261,0.316272502,0,0,0.143884237,-5492.789533,-4836.587217,-656.2023162,
845,1374,2850,3202,16043,16043,1374,23469,3000,27709,0.443307346,0.472915408,0,0,0.083777245,-10593.79792,-11023.85348,430.0555617,
846,625,1348,8054,372,8054,372,10399,5400,16979,0.123114713,0.151769147,0,0,0.725116141,3470.518903,87.73108354,3382.787819,
847,715,3253,2078,14507,14507,715,20553,3000,24763,0.136652101,0.534398447,0,0,0.328949451,125.0648568,-1923.707879,2048.772736,
848,524,3092,9041,13658,13658,524,26315,2600,30135,0.243829813,0.604832353,0,0,0.151337834,-6001.274534,-4012.682445,-1988.592089,
849,2041,5215,3558,2023,5215,2023,12837,3800,17807,0.724520387,0.108991321,0,0,0.166488291,-9183.404605,-9488.508112,305.1035061,
850,889,3893,10530,256,10530,256,15568,4200,20948,0.018091178,0.270421669,0,0,0.711487153,5892.404539,6747.552169,-855.1476305,
851,526,642,4181,12054,12054,526,17403,3000,21573,0.157367728,0.320389847,0,0,0.522242426,2320.570578,-648.9227159,2969.493294,
852,497,1097,6086,16128,16128,497,23808,2600,27638,0.28775513,0.548878569,0,0,0.1633663,-5724.379782,-3766.349039,-1958.030743,
853,244,1475,9861,431,9861,244,12011,4600,17811,0.298906266,0.325841754,0,0,0.37525198,-1480.236946,-1663.858802,183.6218563,
854,1018,5706,2777,1660,5706,1018,11161,6200,18561,0.328120355,0.240428489,0,0,0.431451156,-3130.164888,-4674.950986,1544.786098,
855,1366,3991,3494,11841,11841,1366,20692,3400,25312,0.241853956,0.230960952,0,0,0.527185092,-267.445469,1731.653454,-1999.098923,
856,1450,5095,1885,3151,5095,1450,11581,3400,16171,0.669417471,0.19328857,0,0,0.137293959,-7909.268387,-10466.68668,2557.418291,
857,1474,3981,3603,12307,12307,1474,21365,3000,25545,0.566349801,0.215022088,0,0,0.218628111,-10376.73145,-8317.098276,-2059.63317,
858,750,1157,7951,461,7951,461,10319,3400,14899,0.206284759,0.102391209,0,0,0.691324033,2701.234469,-450.3843455,3151.618814,
859,1374,5615,5745,378,5745,378,13112,3400,17712,0.253651664,0.41904516,0,0,0.327303176,-2993.99802,-4826.142919,1832.144899,
860,1314,1026,5481,11859,11859,1026,19680,3800,24650,0.139080504,0.013506335,0,0,0.847413162,6391.598402,2926.707548,3464.890854,
861,526,800,1868,11555,11555,526,14749,3000,18939,0.313867831,0.6562537,0,0,0.029878468,-6268.468115,-4933.578586,-1334.889528,
862,1381,4109,11796,261,11796,261,17547,2600,21327,0.191177333,0.391348312,0,0,0.417474356,443.4724246,-476.0881473,919.5605719,
863,1383,6220,13521,129,13521,129,21253,4200,26643,0.407675456,0.463757971,0,0,0.128566573,-8890.346392,-5035.01219,-3855.334203,
864,1046,1405,5451,2915,5451,1046,10817,3400,15407,0.295749695,0.249315541,0,0,0.454934763,-2042.809662,-2275.79213,232.9824682,
865,544,3127,7733,2347,7733,544,13751,2600,17571,0.383492372,0.298935406,0,0,0.317572222,-3767.608957,-5797.065295,2029.456338,
866,1488,3945,12876,494,12876,494,18803,4600,24613,0.763935527,0.084062451,0,0,0.152002022,-12868.87796,-11303.95117,-1564.926789,
867,1051,1051,1492,9877,9877,1051,13471,3800,18471,0.449040529,0.092489561,0,0,0.45846991,-2354.029866,-2537.019681,182.9898156,
868,519,3100,2873,12667,12667,519,19159,3000,23359,0.30111513,0.400419145,0,0,0.298465724,-3344.560603,-6344.484932,2999.924329,
869,772,2958,2177,3041,3041,772,8948,3000,13138,0.091672925,0.12662538,0,0,0.781701694,573.5156699,806.2565412,-232.7408712,
870,1047,3150,1343,13034,13034,1047,18574,3400,23194,0.218636414,0.150334665,0,0,0.631028921,2992.053061,-316.7965002,3308.849561,
871,244,2362,5723,5234,5723,244,13563,3000,17763,0.173337073,0.380039813,0,0,0.446623114,-1044.04212,-440.670846,-603.3712744,
872,778,4185,10073,3406,10073,778,18442,3000,22632,0.046179199,0.673203763,0,0,0.280617039,-262.9126937,-938.0194296,675.1067359,
873,1073,1420,5790,396,5790,396,8679,4200,14049,0.496710181,0.147127733,0,0,0.356162085,-3007.745857,-5281.799349,2274.053492,
874,537,2555,1964,3772,3772,537,8828,3800,13848,0.046888932,0.592709732,0,0,0.360401337,-1500.334143,-1107.179904,-393.1542395,
875,536,1062,8005,2404,8005,536,12007,4200,17427,0.356826917,0.106883704,0,0,0.536289379,-727.7869731,-1588.593834,860.8068611,
876,457,2997,1279,2764,2997,457,7497,2600,11287,0.426848353,0.307061959,0,0,0.266089688,-3322.575391,-6194.406823,2871.831432,
877,254,2701,8072,2469,8072,254,13496,2600,17306,0.196726996,0.404627318,0,0,0.398645686,-590.4465885,-1588.582717,998.1361289,
878,1484,1110,5874,2894,5874,1110,11362,4200,16712,0.520368127,0.204077235,0,0,0.275554638,-5456.804751,-5782.500151,325.6953999,
879,465,3475,9594,876,9594,465,14410,4200,19800,0.453550126,0.145866765,0,0,0.400583109,-3491.374535,-4315.512113,824.1375787,
880,471,3568,1751,16016,16016,471,21806,4600,27606,0.294312896,0.301068754,0,0,0.40461835,-1512.911035,-1484.888191,-28.02284382,
881,530,3288,2060,3742,3742,530,9620,3400,14210,0.309364166,0.311568981,0,0,0.379066853,-2817.85508,-4544.133977,1726.278897,
882,257,2762,7233,2473,7233,257,12725,3400,17305,0.355508711,0.584162617,0,0,0.060328672,-6089.148434,-8128.875004,2039.726569,
883,549,1833,6381,2831,6381,549,11594,2600,15424,0.276835946,0.573375453,0,0,0.149788601,-3826.84501,-6288.852131,2462.007121,
884,1346,1263,5370,3258,5370,1263,11237,3000,15417,0.179920094,0.36208994,0,0,0.457989965,-1227.067135,415.6733703,-1642.740505,
885,533,3134,9103,390,9103,390,13160,2600,16970,0.51576773,0.338807582,0,0,0.145424688,-6401.31773,-12756.20094,6354.883211,
886,1063,3760,9875,1433,9875,1063,16131,3000,20321,0.023603404,0.883060136,0,0,0.09333646,-2207.446037,-2903.119872,695.6738351,
887,2000,6628,2693,4131,6628,2000,15452,3800,20442,0.520980445,0.265162401,0,0,0.213857154,-8068.076046,-8273.21946,205.1434146,
888,2043,1526,8237,1673,8237,1526,13479,3800,18479,0.308204993,0.448483491,0,0,0.243311516,-4225.668783,-3716.331949,-509.3368339,
889,529,3877,11339,1002,11339,529,16747,3800,21727,0.178072402,0.31109052,0,0,0.510837078,1357.826323,-834.3392571,2192.16558,
890,500,3031,7814,11613,11613,500,22958,2600,26798,0.362197753,0.565561388,0,0,0.072240858,-8982.982974,-7583.146827,-1399.836147,
