Mon Jan 16 15:04:15 JST 2023,,,,,,,,,,,,,,,,,,,
SCE-5000_SEED(0),,,,,,,,,,,,,,,,,,,
VisitorId,sumWaitingTime,waitingTime[0],waitingTime[1],waitingTime[2],waitingTime[3],movingTime,travelTime,,,,,,,,,,,,
2768,26909,3555,7586,11203,4565,3400,31529,,,,,,,,,,,,
2769,22916,9582,8203,2659,2472,5000,29116,,,,,,,,,,,,
2770,28629,13265,8550,2316,4498,3800,33669,,,,,,,,,,,,
2771,26685,13284,11182,1490,729,3800,31715,,,,,,,,,,,,
2772,27516,13305,786,10750,2675,3400,32146,,,,,,,,,,,,
2773,25761,13348,3303,3132,5978,3000,29981,,,,,,,,,,,,
2774,20105,6562,2960,7306,3277,2600,23925,,,,,,,,,,,,
2775,25154,2762,3873,9387,9132,5000,31374,,,,,,,,,,,,
2776,24988,13362,3183,7864,579,3400,29598,,,,,,,,,,,,
2777,21812,13398,3972,2000,2442,3400,26412,,,,,,,,,,,,
2778,29081,13397,8761,6923,0,3000,33311,,,,,,,,,,,,
2779,26806,13438,7374,5994,0,3800,31826,,,,,,,,,,,,
2780,18121,1779,4713,8444,3185,3800,23091,,,,,,,,,,,,
2781,11715,1680,1004,4744,4287,3000,15865,,,,,,,,,,,,
2782,27030,13444,7460,2786,3340,3800,32050,,,,,,,,,,,,
2783,14357,6569,2943,1527,3318,2600,18147,,,,,,,,,,,,
2784,27067,13465,7446,5511,645,3400,31697,,,,,,,,,,,,
2785,11525,1763,972,4090,4700,3400,16075,,,,,,,,,,,,
2786,25680,2754,7433,4825,10668,2600,29490,,,,,,,,,,,,
2787,27447,13472,8730,4873,372,4200,32877,,,,,,,,,,,,
2788,21282,13474,4841,345,2622,2600,25062,,,,,,,,,,,,
2789,21673,3811,7418,8571,1873,5800,28683,,,,,,,,,,,,
2790,20699,2266,6933,9102,2398,4600,26499,,,,,,,,,,,,
2791,19531,2277,12457,4298,499,4200,24901,,,,,,,,,,,,
2792,21678,6569,8316,4203,2590,3000,25878,,,,,,,,,,,,
2793,28809,13572,11231,3690,316,2600,32649,,,,,,,,,,,,
2794,11089,1567,4086,1906,3530,3400,15639,,,,,,,,,,,,
2795,24597,13591,8523,2215,268,3000,28797,,,,,,,,,,,,
2796,19265,6573,4740,7463,489,3400,23855,,,,,,,,,,,,
2797,21427,2747,4916,11293,2471,4200,26837,,,,,,,,,,,,
2798,21867,2417,11789,7591,70,7000,30057,,,,,,,,,,,,
2799,26629,13629,11176,1824,0,3400,31229,,,,,,,,,,,,
2800,28692,13649,3976,9395,1672,4200,34122,,,,,,,,,,,,
2801,24125,8894,4163,8619,2449,4200,29515,,,,,,,,,,,,
2802,19485,13683,777,2236,2789,4200,24875,,,,,,,,,,,,
2803,15262,1566,4180,8817,699,3400,19812,,,,,,,,,,,,
2804,27612,13681,11081,303,2547,3400,32242,,,,,,,,,,,,
2805,21552,13720,3195,2064,2573,3000,25752,,,,,,,,,,,,
2806,11517,3048,1802,3773,2894,3800,16497,,,,,,,,,,,,
2807,11307,1559,4191,1986,3571,3400,15857,,,,,,,,,,,,
2808,25218,1779,4674,8709,10056,3400,29848,,,,,,,,,,,,
2809,24796,13735,3307,6434,1320,3800,29816,,,,,,,,,,,,
2810,28579,13741,3321,9364,2153,3400,33229,,,,,,,,,,,,
2811,13351,2770,4147,1523,4911,5400,19911,,,,,,,,,,,,
2812,24312,13741,7524,1381,1666,3400,28922,,,,,,,,,,,,
2813,27969,13759,11000,3034,176,4200,33399,,,,,,,,,,,,
2814,24342,13821,7492,508,2521,3400,28932,,,,,,,,,,,,
2815,23659,6535,8325,8583,216,2600,27469,,,,,,,,,,,,
2816,18611,2796,3488,8186,4141,3000,22801,,,,,,,,,,,,
2817,24757,13836,7508,2793,620,3400,29357,,,,,,,,,,,,
2818,25208,2233,4433,8466,10076,3400,29808,,,,,,,,,,,,
2819,21317,1602,7434,1118,11163,5000,27507,,,,,,,,,,,,
2820,18573,1608,6448,7239,3278,3400,23183,,,,,,,,,,,,
2821,17143,4038,8376,606,4123,5000,23313,,,,,,,,,,,,
2822,23875,6548,8715,7757,855,3000,28095,,,,,,,,,,,,
2823,25060,13854,8150,2237,819,3000,29270,,,,,,,,,,,,
2824,23773,6569,3084,8167,5953,3800,28803,,,,,,,,,,,,
2825,28874,13899,10952,3313,710,4200,34324,,,,,,,,,,,,
2826,21409,1791,4311,9352,5955,6200,28809,,,,,,,,,,,,
2827,24829,13914,3144,6434,1337,3800,29849,,,,,,,,,,,,
2828,25652,13951,8115,2232,1354,3400,30272,,,,,,,,,,,,
2829,22278,7708,4692,7451,2427,3000,26468,,,,,,,,,,,,
2830,15210,3911,4088,4742,2469,3400,19780,,,,,,,,,,,,
2831,23964,13939,3158,1671,5196,4200,29384,,,,,,,,,,,,
2832,26354,18225,400,7001,728,3800,31344,,,,,,,,,,,,
2833,23972,13988,7444,2207,333,3000,28182,,,,,,,,,,,,
2834,24937,13995,7520,2875,547,3400,29537,,,,,,,,,,,,
2835,23188,6575,4128,9114,3371,3000,27378,,,,,,,,,,,,
2836,28732,14002,11059,3494,177,3400,33362,,,,,,,,,,,,
2837,20392,3956,3724,1433,11279,4600,26202,,,,,,,,,,,,
2838,28531,14000,8504,1929,4098,3800,33571,,,,,,,,,,,,
2839,27750,14008,7421,5572,749,3800,32760,,,,,,,,,,,,
2840,27274,14003,7447,5178,646,3400,31904,,,,,,,,,,,,
2841,25860,14129,8567,2827,337,2600,29640,,,,,,,,,,,,
2842,22625,7590,11197,1699,2139,4600,28435,,,,,,,,,,,,
2843,25645,14189,521,10705,230,3800,30655,,,,,,,,,,,,
2844,19168,2369,4574,8968,3257,3400,23738,,,,,,,,,,,,
2845,17929,3508,3912,1483,9026,4600,23689,,,,,,,,,,,,
2846,28370,14218,8658,4380,1114,3800,33410,,,,,,,,,,,,
2847,14716,6754,3056,1299,3607,2600,18506,,,,,,,,,,,,
2848,17428,2796,7506,2832,4294,3000,21608,,,,,,,,,,,,
2849,16179,3496,1963,8516,2204,5000,22339,,,,,,,,,,,,
2850,28548,18317,9030,401,800,4200,33988,,,,,,,,,,,,
2851,31566,2794,28235,0,537,2600,35386,,,,,,,,,,,,
2852,21679,6763,3855,4779,6282,4600,27489,,,,,,,,,,,,
2853,29239,14204,2550,7827,4658,3000,33469,,,,,,,,,,,,
2854,24055,14245,8517,1117,176,3000,28245,,,,,,,,,,,,
2855,27972,14259,4359,1749,7605,3000,32182,,,,,,,,,,,,
2856,31077,1732,25668,2176,1501,3400,35707,,,,,,,,,,,,
2857,19692,2345,7155,7277,2915,3400,24302,,,,,,,,,,,,
2858,23314,6762,1957,7310,7285,3400,27934,,,,,,,,,,,,
2859,19634,6762,4092,8235,545,2600,23434,,,,,,,,,,,,
2860,18058,6762,1986,7282,2028,3400,22658,,,,,,,,,,,,
2861,23490,14278,3477,562,5173,4600,29290,,,,,,,,,,,,
2862,22425,6757,8771,4276,2621,2600,26215,,,,,,,,,,,,
2863,19958,2039,6317,2943,8659,3800,24948,,,,,,,,,,,,
2864,29086,14275,8655,6156,0,3400,33716,,,,,,,,,,,,
2865,20544,2369,7156,7622,3397,5400,27134,,,,,,,,,,,,
2866,29516,14290,10898,3192,1136,3800,34566,,,,,,,,,,,,
2867,20172,6768,1991,7269,4144,3800,25162,,,,,,,,,,,,
2868,22241,6790,4128,2704,8619,3000,26441,,,,,,,,,,,,
2869,27563,14345,8578,2006,2634,3000,31783,,,,,,,,,,,,
2870,23904,14366,3271,4110,2157,3000,28094,,,,,,,,,,,,
2871,21048,6805,7376,3254,3613,3800,26058,,,,,,,,,,,,
2872,14966,3558,8081,856,2471,4600,20716,,,,,,,,,,,,
2873,27079,14430,2569,9498,582,3400,31699,,,,,,,,,,,,
2874,13715,1930,1128,7996,2661,2600,17485,,,,,,,,,,,,
2875,14680,6804,3044,1303,3529,2600,18470,,,,,,,,,,,,
2876,19054,6985,7393,542,4134,3000,23244,,,,,,,,,,,,
2877,26115,14481,4328,6938,368,3000,30315,,,,,,,,,,,,
2878,30537,1729,25720,564,2524,3000,34757,,,,,,,,,,,,
2879,13863,6985,2936,3417,525,2600,17653,,,,,,,,,,,,
2880,21045,1770,7455,4626,7194,2600,24825,,,,,,,,,,,,
2881,24236,6984,2977,7275,7000,3400,28866,,,,,,,,,,,,
2882,21775,7011,3026,4796,6942,2600,25575,,,,,,,,,,,,
2883,24975,14472,4390,580,5533,3000,29165,,,,,,,,,,,,
2884,19348,7023,8677,654,2994,3800,24338,,,,,,,,,,,,
2885,17349,4193,4262,7159,1735,4600,23149,,,,,,,,,,,,
2886,21897,14520,575,4171,2631,3000,26067,,,,,,,,,,,,
2887,27165,14541,8652,400,3572,2600,30975,,,,,,,,,,,,
2888,26292,14539,7739,1678,2336,4600,32122,,,,,,,,,,,,
2889,26357,14545,10856,108,848,3800,31377,,,,,,,,,,,,
2890,16433,3964,8215,779,3475,3800,21413,,,,,,,,,,,,
2891,24457,3546,8121,8057,4733,4200,29857,,,,,,,,,,,,
2892,27522,16582,6808,4042,90,4200,32952,,,,,,,,,,,,
2893,17221,2520,7384,2993,4324,3400,21791,,,,,,,,,,,,
2894,24827,14621,3286,2582,4338,4200,30247,,,,,,,,,,,,
2895,17765,2838,3202,8400,3325,4200,23175,,,,,,,,,,,,
2896,18255,7078,4717,3325,3135,3800,23245,,,,,,,,,,,,
2897,20517,7082,8327,3585,1523,2600,24327,,,,,,,,,,,,
2898,23890,2845,4749,9003,7293,3000,28090,,,,,,,,,,,,
2899,12484,2843,3214,1645,4782,5400,19044,,,,,,,,,,,,
2900,24539,14702,8598,911,328,3800,29529,,,,,,,,,,,,
2901,27174,14720,7776,2358,2320,3800,32194,,,,,,,,,,,,
2902,26023,14756,8668,2478,121,2600,29803,,,,,,,,,,,,
2903,20704,4032,4753,9310,2609,3000,24884,,,,,,,,,,,,
2904,15344,7263,3128,4261,692,3400,19924,,,,,,,,,,,,
2905,18086,7276,4740,3300,2770,5400,24676,,,,,,,,,,,,
2906,20232,7657,4741,616,7218,3400,24802,,,,,,,,,,,,
2907,28848,14793,7239,6816,0,3000,33088,,,,,,,,,,,,
2908,19789,1967,1086,8204,8532,4200,25179,,,,,,,,,,,,
2909,23009,14796,622,6674,917,4600,28809,,,,,,,,,,,,
2910,21007,4082,4830,999,11096,5400,27597,,,,,,,,,,,,
2911,29009,14802,10836,2651,720,4200,34459,,,,,,,,,,,,
2912,19370,2253,6729,2958,7430,3400,23970,,,,,,,,,,,,
2913,22516,3571,3833,4156,10956,4200,27906,,,,,,,,,,,,
2914,19064,2856,4251,9307,2650,4600,24864,,,,,,,,,,,,
2915,21105,2533,7486,7419,3667,4200,26495,,,,,,,,,,,,
2916,15261,850,7458,3006,3947,3400,19821,,,,,,,,,,,,
2917,15341,689,2392,8281,3979,3400,19911,,,,,,,,,,,,
2918,20465,4099,3870,1240,11256,5000,26675,,,,,,,,,,,,
2919,28375,14802,10820,806,1947,4200,33795,,,,,,,,,,,,
2920,24973,842,7498,7308,9325,4600,30783,,,,,,,,,,,,
2921,17603,3489,7994,2652,3468,2600,21363,,,,,,,,,,,,
2922,15218,678,7758,4311,2471,3800,20178,,,,,,,,,,,,
2923,28811,14796,10739,3276,0,3400,33441,,,,,,,,,,,,
2924,20698,7285,8246,3498,1669,2200,24108,,,,,,,,,,,,
2925,26043,14804,8636,2517,86,2600,29823,,,,,,,,,,,,
2926,28980,14886,10875,1052,2167,2600,32820,,,,,,,,,,,,
2927,19938,4315,4331,7173,4119,4200,25328,,,,,,,,,,,,
2928,28630,16874,727,7397,3632,3800,33650,,,,,,,,,,,,
2929,22999,14928,4482,2611,978,3000,27179,,,,,,,,,,,,
2930,15377,672,2410,8276,4019,3800,20347,,,,,,,,,,,,
2931,32494,2932,29072,175,315,2600,36344,,,,,,,,,,,,
2932,23144,8109,3535,8659,2841,3800,28144,,,,,,,,,,,,
2933,15157,7655,3090,1072,3340,3800,20127,,,,,,,,,,,,
2934,17157,3521,3845,9285,506,4200,22517,,,,,,,,,,,,
2935,12014,3755,1905,3790,2564,4600,17794,,,,,,,,,,,,
2936,18047,4364,3172,7269,3242,3400,22657,,,,,,,,,,,,
2937,27358,14983,10787,1052,536,3400,31988,,,,,,,,,,,,
2938,21715,4366,11961,2049,3339,4200,27115,,,,,,,,,,,,
2939,30995,1960,25585,3290,160,3400,35635,,,,,,,,,,,,
2940,25455,15017,8492,877,1069,3400,30055,,,,,,,,,,,,
2941,22469,15060,3607,3576,226,3800,27439,,,,,,,,,,,,
2942,15346,2050,2483,7540,3273,3000,19536,,,,,,,,,,,,
2943,11753,1009,3471,4689,2584,5400,18303,,,,,,,,,,,,
2944,11150,2942,1586,3072,3550,4600,16930,,,,,,,,,,,,
2945,27625,15057,7694,4744,130,3800,32645,,,,,,,,,,,,
2946,22831,7541,3715,8680,2895,3800,27831,,,,,,,,,,,,
2947,28499,15077,10721,1098,1603,3000,32739,,,,,,,,,,,,
2948,22298,15077,4343,616,2262,3400,26878,,,,,,,,,,,,
2949,29005,15086,7255,6664,0,3000,33245,,,,,,,,,,,,
2950,24316,7550,7241,7709,1816,3000,28546,,,,,,,,,,,,
2951,26289,15104,4191,1636,5358,3000,30489,,,,,,,,,,,,
2952,17174,1813,7396,4781,3184,3400,21744,,,,,,,,,,,,
2953,25329,15188,448,8367,1326,3000,29519,,,,,,,,,,,,
2954,15923,3811,4247,7180,685,3000,20113,,,,,,,,,,,,
2955,20349,4107,7356,8518,368,6200,27749,,,,,,,,,,,,
2956,21685,7550,8290,4229,1616,2600,25485,,,,,,,,,,,,
2957,20391,2224,7200,7287,3680,4600,26181,,,,,,,,,,,,
2958,25396,8108,9163,7022,1103,3400,30016,,,,,,,,,,,,
2959,21559,7858,4197,3260,6244,5000,27759,,,,,,,,,,,,
2960,18614,2120,4569,11340,585,4200,23994,,,,,,,,,,,,
2961,24874,15241,8531,773,329,3000,29064,,,,,,,,,,,,
2962,27898,15258,3196,9028,416,3000,32128,,,,,,,,,,,,
2963,18348,3163,4015,3153,8017,3400,22958,,,,,,,,,,,,
2964,13745,2086,2540,1837,7282,3000,17915,,,,,,,,,,,,
2965,17770,3038,3130,8287,3315,3800,22780,,,,,,,,,,,,
2966,10791,788,2729,4310,2964,3800,15751,,,,,,,,,,,,
2967,26283,8120,9283,4052,4828,3400,30893,,,,,,,,,,,,
2968,12313,3042,3194,1869,4208,4600,18083,,,,,,,,,,,,
2969,30305,15289,8522,3922,2572,3000,34555,,,,,,,,,,,,
2970,15857,786,2737,4825,7509,4200,21227,,,,,,,,,,,,
2971,18951,3235,4796,9155,1765,3000,23131,,,,,,,,,,,,
2972,27457,15327,4070,4784,3276,5000,33687,,,,,,,,,,,,
2973,24862,15336,4136,559,4831,3400,29452,,,,,,,,,,,,
2974,14571,1801,3675,4239,4856,5000,20731,,,,,,,,,,,,
2975,14803,4545,7489,486,2283,5800,21793,,,,,,,,,,,,
2976,22435,15350,527,4258,2300,3000,26605,,,,,,,,,,,,
2977,23850,8147,7111,731,7861,3400,28460,,,,,,,,,,,,
2978,18612,2247,7802,8031,532,5000,24802,,,,,,,,,,,,
2979,10949,2127,2662,5005,1155,3000,15089,,,,,,,,,,,,
2980,14999,775,5129,4268,4827,4600,20759,,,,,,,,,,,,
2981,27202,15338,10766,1098,0,3000,31422,,,,,,,,,,,,
2982,17422,3228,4267,9295,632,4200,22802,,,,,,,,,,,,
2983,21681,7762,7288,4271,2360,3800,26681,,,,,,,,,,,,
2984,28898,15341,3504,6801,3252,3800,33928,,,,,,,,,,,,
2985,19401,7835,4310,694,6562,6200,26781,,,,,,,,,,,,
2986,19313,790,2778,8494,7251,4200,24703,,,,,,,,,,,,
2987,26064,15359,8394,1488,823,4200,31474,,,,,,,,,,,,
2988,26149,15422,10464,263,0,4200,31559,,,,,,,,,,,,
2989,15305,7711,4288,2575,731,3800,20265,,,,,,,,,,,,
2990,26297,15465,8446,1743,643,3800,31307,,,,,,,,,,,,
2991,21398,8313,8571,4109,405,3000,25588,,,,,,,,,,,,
2992,27504,15554,473,3088,8389,2600,31324,,,,,,,,,,,,
2993,13925,831,6271,4308,2515,3400,18495,,,,,,,,,,,,
2994,25220,15545,2288,7282,105,3400,29810,,,,,,,,,,,,
2995,27818,15589,7710,836,3683,3400,32438,,,,,,,,,,,,
2996,15416,3231,8373,3270,542,3800,20406,,,,,,,,,,,,
2997,20046,3258,4096,8518,4174,3400,24636,,,,,,,,,,,,
2998,20078,3295,4090,8583,4110,3400,24668,,,,,,,,,,,,
2999,27825,15593,8351,1986,1895,3400,32435,,,,,,,,,,,,
3000,16813,8348,1453,3527,3485,3800,21803,,,,,,,,,,,,
3001,16632,2200,7892,4206,2334,3800,21622,,,,,,,,,,,,
3002,15321,3804,4266,4750,2501,3000,19491,,,,,,,,,,,,
3003,12681,1769,1781,5004,4127,4200,18021,,,,,,,,,,,,
3004,17609,3282,4262,1362,8703,5400,24189,,,,,,,,,,,,
3005,19605,862,7653,4211,6879,5000,25795,,,,,,,,,,,,
3006,14332,2199,1351,8267,2515,3400,18902,,,,,,,,,,,,
3007,25055,15609,708,3275,5463,3800,30065,,,,,,,,,,,,
3008,19972,3282,4084,8550,4056,3800,24962,,,,,,,,,,,,
3009,19212,2196,1350,4250,11416,3800,24202,,,,,,,,,,,,
3010,26650,15607,3191,7036,816,3400,31250,,,,,,,,,,,,
3011,18771,7758,4267,2519,4227,2600,22551,,,,,,,,,,,,
3012,18826,1078,7954,7353,2441,6200,26216,,,,,,,,,,,,
3013,22788,15706,2306,2380,2396,5400,29378,,,,,,,,,,,,
3014,23913,15725,3185,525,4478,4600,29713,,,,,,,,,,,,
3015,25265,7751,8280,2282,6952,3000,29485,,,,,,,,,,,,
3016,15354,7750,4343,2551,710,2600,19134,,,,,,,,,,,,
3017,18757,3299,3738,8539,3181,3000,22967,,,,,,,,,,,,
3018,27074,15759,8416,2197,702,2600,30864,,,,,,,,,,,,
3019,21186,8374,4658,7798,356,4600,26976,,,,,,,,,,,,
3020,25105,7739,8296,4248,4822,3000,29325,,,,,,,,,,,,
3021,29921,15775,7705,5747,694,3000,34181,,,,,,,,,,,,
3022,25321,8554,4680,8615,3472,4200,30731,,,,,,,,,,,,
3023,14980,2350,8045,4017,568,5000,21160,,,,,,,,,,,,
3024,25478,15803,706,3100,5869,3000,29678,,,,,,,,,,,,
3025,14991,2349,8105,3981,556,4600,20771,,,,,,,,,,,,
3026,15080,7750,3764,1027,2539,3000,19270,,,,,,,,,,,,
3027,25314,15845,3181,527,5761,2200,28724,,,,,,,,,,,,
3028,18966,3800,1875,4610,8681,4200,24336,,,,,,,,,,,,
3029,23690,8560,8550,6107,473,4600,29520,,,,,,,,,,,,
3030,23957,15846,4248,1709,2154,2600,27737,,,,,,,,,,,,
3031,14666,7768,3695,2514,689,4200,20056,,,,,,,,,,,,
3032,21088,15853,662,3126,1447,3800,26068,,,,,,,,,,,,
3033,26116,15862,3202,7052,0,3000,30316,,,,,,,,,,,,
3034,14542,1949,7400,1198,3995,3800,19502,,,,,,,,,,,,
3035,26659,15866,8503,1681,609,3400,31269,,,,,,,,,,,,
3036,28824,15865,10570,742,1647,3800,33854,,,,,,,,,,,,
3037,25844,3183,8014,4801,9846,2600,29654,,,,,,,,,,,,
3038,27999,15885,4232,2379,5503,3400,32609,,,,,,,,,,,,
3039,25166,15948,7351,1330,537,5400,31776,,,,,,,,,,,,
3040,15106,2369,8290,3975,472,5400,21686,,,,,,,,,,,,
3041,15024,7955,3076,3331,662,2600,18814,,,,,,,,,,,,
3042,23423,8569,2964,3965,7925,3800,28423,,,,,,,,,,,,
3043,26287,15963,2225,7006,1093,2600,30097,,,,,,,,,,,,
3044,17787,3304,3803,8597,2083,3400,22397,,,,,,,,,,,,
3045,25273,16023,3207,1713,4330,3400,29893,,,,,,,,,,,,
3046,25501,8567,4223,8537,4174,3400,30121,,,,,,,,,,,,
3047,17542,3391,8009,2630,3512,3000,21742,,,,,,,,,,,,
3048,29194,16078,8225,1335,3556,3000,33424,,,,,,,,,,,,
3049,17976,3349,8159,3338,3130,3800,22946,,,,,,,,,,,,
3050,21517,16077,3384,1599,457,3400,26097,,,,,,,,,,,,
3051,20953,7958,4682,595,7718,3800,25943,,,,,,,,,,,,
3052,28187,16118,627,9491,1951,4200,33607,,,,,,,,,,,,
3053,19477,3389,8240,4739,3109,3000,23657,,,,,,,,,,,,
3054,21375,16124,2236,2581,434,3800,26355,,,,,,,,,,,,
3055,22550,8560,2997,8642,2351,3400,27160,,,,,,,,,,,,
3056,25152,16141,606,7901,504,3000,29342,,,,,,,,,,,,
3057,24517,8572,3530,8599,3816,4600,30347,,,,,,,,,,,,
3058,17920,3163,3067,8216,3474,2200,21320,,,,,,,,,,,,
3059,26443,16137,4192,2544,3570,3000,30653,,,,,,,,,,,,
3060,19915,1920,7400,8225,2370,4200,25315,,,,,,,,,,,,
3061,26885,16141,4213,5798,733,2600,30685,,,,,,,,,,,,
3062,20845,1734,3797,8323,6991,3400,25435,,,,,,,,,,,,
3063,26840,16133,4230,5795,682,3400,31450,,,,,,,,,,,,
3064,14103,3468,1916,3876,4843,3400,18673,,,,,,,,,,,,
3065,19473,3326,8266,7376,505,3800,24443,,,,,,,,,,,,
3066,18731,2361,4737,4272,7361,4200,24111,,,,,,,,,,,,
3067,10887,1738,3967,3955,1227,2600,14637,,,,,,,,,,,,
3068,17486,1774,3519,11760,433,3000,21666,,,,,,,,,,,,
3069,12327,3461,1916,4318,2632,4200,17697,,,,,,,,,,,,
3070,10658,845,3539,3668,2606,6200,18018,,,,,,,,,,,,
3071,12325,3461,1913,4330,2621,4200,17695,,,,,,,,,,,,
3072,25792,18510,5919,861,502,5000,32002,,,,,,,,,,,,
3073,17201,564,4906,3723,8008,4200,22601,,,,,,,,,,,,
3074,28310,16135,599,9551,2025,3000,32540,,,,,,,,,,,,
3075,22123,16197,660,4111,1155,3400,26693,,,,,,,,,,,,
3076,25159,8768,9374,1586,5431,3800,30179,,,,,,,,,,,,
3077,18697,1850,3442,4610,8795,3800,23667,,,,,,,,,,,,
3078,25866,16219,7578,922,1147,3400,30486,,,,,,,,,,,,
3079,27882,16239,729,4115,6799,3000,32082,,,,,,,,,,,,
3080,27088,16283,699,9527,579,3000,31298,,,,,,,,,,,,
3081,27116,16303,681,9532,600,3800,32116,,,,,,,,,,,,
3082,27740,16336,10446,828,130,3400,32350,,,,,,,,,,,,
3083,23940,16328,3165,3504,943,3000,28130,,,,,,,,,,,,
3084,26101,16369,7953,731,1048,3000,30301,,,,,,,,,,,,
3085,22583,3504,8250,8121,2708,4600,28383,,,,,,,,,,,,
3086,16968,3206,2017,8377,3368,3800,21958,,,,,,,,,,,,
3087,17477,1832,7276,4141,4228,5000,23647,,,,,,,,,,,,
3088,24768,16372,6657,1497,242,4200,30178,,,,,,,,,,,,
3089,23317,1830,12281,3372,5834,4200,28727,,,,,,,,,,,,
3090,28330,16380,4168,1575,6207,2600,32140,,,,,,,,,,,,
3091,26424,16394,8222,805,1003,2600,30224,,,,,,,,,,,,
3092,25425,16394,3236,521,5274,2200,28835,,,,,,,,,,,,
3093,22664,7921,4322,2643,7778,2200,26074,,,,,,,,,,,,
3094,13422,3523,4772,1169,3958,5000,19582,,,,,,,,,,,,
3095,25450,16397,7556,267,1230,3400,30060,,,,,,,,,,,,
3096,17317,8743,4828,3209,537,3400,21897,,,,,,,,,,,,
3097,22296,4603,11774,3026,2893,4600,28096,,,,,,,,,,,,
3098,22203,10238,8156,3568,241,3800,27193,,,,,,,,,,,,
3099,13079,3944,4262,1428,3445,2600,16859,,,,,,,,,,,,
3100,25001,16393,7294,503,811,4600,30821,,,,,,,,,,,,
3101,22848,3021,11956,2922,4949,5000,29068,,,,,,,,,,,,
3102,23819,1840,6649,4223,11107,2200,27229,,,,,,,,,,,,
3103,12297,1845,1564,4114,4774,5400,18837,,,,,,,,,,,,
3104,22486,16412,4134,1649,291,3000,26656,,,,,,,,,,,,
3105,25851,16476,3190,5998,187,3400,30461,,,,,,,,,,,,
3106,16277,2142,4249,9322,564,5000,22447,,,,,,,,,,,,
3107,25275,16519,7584,784,388,5800,32285,,,,,,,,,,,,
3108,20510,7905,3170,881,8554,4600,26300,,,,,,,,,,,,
3109,22482,16563,659,4111,1149,3000,26652,,,,,,,,,,,,
3110,23540,16616,3188,1677,2059,3000,27740,,,,,,,,,,,,
3111,18815,1859,6669,7238,3049,3800,23825,,,,,,,,,,,,
3112,16572,7900,3256,4922,494,2600,20342,,,,,,,,,,,,
3113,27374,16612,10159,0,603,3000,31594,,,,,,,,,,,,
3114,19359,7940,3214,4926,3279,2600,23149,,,,,,,,,,,,
3115,19029,3176,4889,8198,2766,4200,24429,,,,,,,,,,,,
3116,19191,3955,3188,3464,8584,4600,24991,,,,,,,,,,,,
3117,22695,16653,3238,545,2259,3000,26885,,,,,,,,,,,,
3118,27844,16658,3237,1615,6334,3000,32074,,,,,,,,,,,,
3119,19192,3393,8171,7270,358,5000,25372,,,,,,,,,,,,
3120,22358,16669,610,1727,3352,3400,26928,,,,,,,,,,,,
3121,33388,3196,30192,0,0,3400,38018,,,,,,,,,,,,
3122,22639,2044,7068,11395,2132,3800,27659,,,,,,,,,,,,
3123,20033,1896,6753,4212,7172,3000,24233,,,,,,,,,,,,
3124,12277,1903,3680,2085,4609,3800,17227,,,,,,,,,,,,
3125,16506,1920,6799,7174,613,3000,20696,,,,,,,,,,,,
3126,24899,3456,11948,6283,3212,5400,31519,,,,,,,,,,,,
3127,18464,2248,4578,3726,7912,3800,23444,,,,,,,,,,,,
3128,22930,7937,4280,7911,2802,3400,27530,,,,,,,,,,,,
3129,28463,16667,666,6206,4924,3000,32693,,,,,,,,,,,,
3130,24044,7940,8518,2949,4637,4200,29474,,,,,,,,,,,,
3131,20349,7673,8363,3928,385,4600,26119,,,,,,,,,,,,
3132,27656,16751,7995,234,2676,2600,31466,,,,,,,,,,,,
3133,25426,16795,4060,417,4154,3400,30016,,,,,,,,,,,,
3134,27147,16839,703,1672,7933,3000,31357,,,,,,,,,,,,
3135,19011,4610,8646,3375,2380,5400,25611,,,,,,,,,,,,
3136,19421,10478,4230,4235,478,4200,24791,,,,,,,,,,,,
3137,21666,8112,4251,2479,6824,3000,25876,,,,,,,,,,,,
3138,18882,8114,1183,8062,1523,5400,25482,,,,,,,,,,,,
3139,21886,10490,1035,4400,5961,5000,28076,,,,,,,,,,,,
3140,28421,16851,763,9107,1700,3400,33051,,,,,,,,,,,,
3141,28108,16885,9428,103,1692,3800,33148,,,,,,,,,,,,
3142,19525,7823,3610,887,7205,3400,24115,,,,,,,,,,,,
3143,14190,1941,7594,1293,3362,3000,18360,,,,,,,,,,,,
3144,24260,840,4794,11559,7067,3000,28480,,,,,,,,,,,,
3145,22643,8104,4257,7367,2915,3400,27243,,,,,,,,,,,,
3146,27499,16915,10053,531,0,3000,31719,,,,,,,,,,,,
3147,14661,1938,3740,1824,7159,3800,19631,,,,,,,,,,,,
3148,24031,16930,3206,2959,936,3400,28611,,,,,,,,,,,,
3149,27284,16944,675,9237,428,3800,32284,,,,,,,,,,,,
3150,21378,8125,4289,7489,1475,3400,25988,,,,,,,,,,,,
3151,22237,8135,8464,4174,1464,2600,26037,,,,,,,,,,,,
3152,24734,10476,9022,521,4715,4600,30544,,,,,,,,,,,,
3153,19118,8141,4325,2524,4128,3000,23298,,,,,,,,,,,,
3154,21443,7821,7273,4038,2311,4600,27223,,,,,,,,,,,,
3155,28118,16945,7957,531,2685,2600,31938,,,,,,,,,,,,
3156,17863,2016,4020,8694,3133,4200,23253,,,,,,,,,,,,
3157,24946,7830,7290,535,9291,4200,30356,,,,,,,,,,,,
