Mon Jan 16 15:04:15 JST 2023,,,,,,,,,,,,,,,,,,,
SCE-5000_SEED(0),,,,,,,,,,,,,,,,,,,
VisitorId,sumWaitingTime,waitingTime[0],waitingTime[1],waitingTime[2],waitingTime[3],movingTime,travelTime,,,,,,,,,,,,
949,12580,664,2254,2394,7268,3000,16780,,,,,,,,,,,,
950,10429,1008,857,2231,6333,3400,15039,,,,,,,,,,,,
951,5221,292,2167,546,2216,2600,9011,,,,,,,,,,,,
952,4776,1027,902,596,2251,2600,8556,,,,,,,,,,,,
953,27887,410,3665,21505,2307,2600,31727,,,,,,,,,,,,
954,37644,2113,7426,3923,24182,3000,41844,,,,,,,,,,,,
955,13335,2369,6560,2918,1488,3400,17945,,,,,,,,,,,,
956,18321,300,2966,3107,11948,3800,23291,,,,,,,,,,,,
957,21910,2367,7711,11307,525,4200,27330,,,,,,,,,,,,
958,19455,469,3823,3103,12060,2600,23265,,,,,,,,,,,,
959,7340,287,2340,681,4032,2600,11140,,,,,,,,,,,,
960,22430,261,2988,11129,8052,3400,27050,,,,,,,,,,,,
961,12895,2131,1804,1051,7909,3800,17855,,,,,,,,,,,,
962,21095,2961,4190,4530,9414,3800,26105,,,,,,,,,,,,
963,24607,287,3012,18657,2651,3000,28807,,,,,,,,,,,,
964,16928,623,4172,7532,4601,7000,25128,,,,,,,,,,,,
965,11178,307,2953,3737,4181,4200,16578,,,,,,,,,,,,
966,19074,344,4321,2469,11940,2600,22914,,,,,,,,,,,,
967,15847,345,5661,1588,8253,3400,20467,,,,,,,,,,,,
968,16888,2406,3466,2825,8191,3000,21088,,,,,,,,,,,,
969,14163,290,2987,7685,3201,2600,17923,,,,,,,,,,,,
970,16169,285,4310,3271,8303,2600,19969,,,,,,,,,,,,
971,17586,490,6399,8131,2566,3000,21796,,,,,,,,,,,,
972,8794,431,1418,3851,3094,3400,13384,,,,,,,,,,,,
973,15310,2415,4761,4744,3390,5000,21520,,,,,,,,,,,,
974,20863,2418,6542,7451,4452,3800,25893,,,,,,,,,,,,
975,7541,291,3201,2318,1731,2600,11311,,,,,,,,,,,,
976,19041,335,2746,11269,4691,4600,24861,,,,,,,,,,,,
977,9499,460,2185,3741,3113,3800,14499,,,,,,,,,,,,
978,15403,699,1568,4748,8388,5400,22003,,,,,,,,,,,,
979,28549,2976,7773,11313,6487,3400,33199,,,,,,,,,,,,
980,5500,271,637,2007,2585,2600,9280,,,,,,,,,,,,
981,21323,1051,939,7763,11570,2600,25143,,,,,,,,,,,,
982,13398,2484,3683,4173,3058,3400,18008,,,,,,,,,,,,
983,21972,2510,7754,4251,7457,3000,26192,,,,,,,,,,,,
984,7719,1051,985,3030,2653,2600,11489,,,,,,,,,,,,
985,18457,3069,2102,4559,8727,3400,23057,,,,,,,,,,,,
986,11685,318,3421,3119,4827,3800,16665,,,,,,,,,,,,
987,5788,321,1041,3124,1302,3400,10348,,,,,,,,,,,,
988,10695,2521,1925,4549,1700,4200,16075,,,,,,,,,,,,
989,19096,2568,7304,1963,7261,3400,23726,,,,,,,,,,,,
990,15241,348,4372,6215,4306,2600,19071,,,,,,,,,,,,
991,9879,376,765,6802,1936,2600,13669,,,,,,,,,,,,
992,14000,380,3783,5599,4238,2600,17820,,,,,,,,,,,,
993,10242,834,2673,2826,3909,3400,14862,,,,,,,,,,,,
994,18483,333,1774,12879,3497,2600,22303,,,,,,,,,,,,
995,15378,2296,7701,1844,3537,2600,19138,,,,,,,,,,,,
996,12645,843,1057,3455,7290,3000,16845,,,,,,,,,,,,
997,21588,3205,7605,3147,7631,3000,25808,,,,,,,,,,,,
998,17710,2600,7518,3692,3900,3800,22740,,,,,,,,,,,,
999,10537,2600,3121,1743,3073,4200,15907,,,,,,,,,,,,
1000,14253,847,1322,4542,7542,3800,19283,,,,,,,,,,,,
1001,16714,347,4363,3560,8444,2600,20524,,,,,,,,,,,,
1002,14668,1054,5039,3759,4816,3800,19658,,,,,,,,,,,,
1003,13409,293,1141,7753,4222,3400,17989,,,,,,,,,,,,
1004,13751,844,2925,2438,7544,3400,18351,,,,,,,,,,,,
1005,15910,2644,3300,7323,2643,3800,20910,,,,,,,,,,,,
1006,12910,2647,3302,3961,3000,4600,18700,,,,,,,,,,,,
1007,18160,838,3061,5694,8567,4600,23980,,,,,,,,,,,,
1008,7640,488,1071,2778,3303,3000,11830,,,,,,,,,,,,
1009,16592,834,1081,14085,592,3000,20802,,,,,,,,,,,,
1010,18565,376,2882,12114,3193,5000,24785,,,,,,,,,,,,
1011,12279,1056,963,6415,3845,2600,16099,,,,,,,,,,,,
1012,14534,2308,2137,2636,7453,3400,19104,,,,,,,,,,,,
1013,19769,2308,7836,7328,2297,5000,25949,,,,,,,,,,,,
1014,19592,330,3670,11645,3947,3000,23782,,,,,,,,,,,,
1015,20537,3233,4029,4145,9130,5400,27157,,,,,,,,,,,,
1016,20795,862,9204,8544,2185,4200,26235,,,,,,,,,,,,
1017,19608,1111,1192,14108,3197,2600,23428,,,,,,,,,,,,
1018,20860,2515,3580,3146,11619,3000,25050,,,,,,,,,,,,
1019,9001,1068,1304,3557,3072,3000,13181,,,,,,,,,,,,
1020,14812,1772,6377,1988,4675,5400,21402,,,,,,,,,,,,
1021,23809,1107,10159,4776,7767,4600,29629,,,,,,,,,,,,
1022,28582,2552,14803,10781,446,3800,33612,,,,,,,,,,,,
1023,10282,1782,3120,3406,1974,3400,14852,,,,,,,,,,,,
1024,27353,2552,14910,7821,2070,3400,31973,,,,,,,,,,,,
1025,8307,491,2061,2628,3127,3800,13317,,,,,,,,,,,,
1026,18174,2557,2243,1699,11675,5000,24364,,,,,,,,,,,,
1027,20497,2553,8711,1187,8046,6200,27907,,,,,,,,,,,,
1028,19555,402,4601,2506,12046,2600,23385,,,,,,,,,,,,
1029,13214,1171,5665,4885,1493,3000,17384,,,,,,,,,,,,
1030,30802,2754,15865,8504,3679,3400,35412,,,,,,,,,,,,
1031,21302,2681,858,6454,11309,3800,26312,,,,,,,,,,,,
1032,8725,2716,1819,1001,3189,3000,12915,,,,,,,,,,,,
1033,13704,269,6103,3116,4216,3000,17914,,,,,,,,,,,,
1034,16669,322,4349,3569,8429,2600,20449,,,,,,,,,,,,
1035,16300,2460,1915,7823,4102,4600,22070,,,,,,,,,,,,
1036,12974,466,2874,2080,7554,2600,16774,,,,,,,,,,,,
1037,18340,2706,2339,1769,11526,4600,24130,,,,,,,,,,,,
1038,12654,2714,1802,5132,3006,3400,17274,,,,,,,,,,,,
1039,17594,2455,7788,3126,4225,3000,21754,,,,,,,,,,,,
1040,14923,1959,1720,3883,7361,3800,19913,,,,,,,,,,,,
1041,19997,1144,5745,1850,11258,4200,25407,,,,,,,,,,,,
1042,17451,498,5235,7391,4327,2600,21271,,,,,,,,,,,,
1043,15232,368,821,9347,4696,2600,19042,,,,,,,,,,,,
1044,31952,588,2971,21564,6829,3000,36162,,,,,,,,,,,,
1045,21559,370,4050,5868,11271,2600,25399,,,,,,,,,,,,
1046,7750,1056,1340,3531,1823,3000,11950,,,,,,,,,,,,
1047,15442,514,1665,8572,4691,3800,20452,,,,,,,,,,,,
1048,15731,400,4094,3873,7364,3000,19911,,,,,,,,,,,,
1049,14177,470,4216,6490,3001,3000,18397,,,,,,,,,,,,
1050,10725,2772,2266,4097,1590,4600,16485,,,,,,,,,,,,
1051,13608,2422,3966,4247,2973,3800,18598,,,,,,,,,,,,
1052,24454,3832,7740,4812,8070,3000,28664,,,,,,,,,,,,
1053,11309,466,5391,3436,2016,2200,14729,,,,,,,,,,,,
1054,23378,468,7561,8142,7207,4200,28838,,,,,,,,,,,,
1055,13031,1180,5972,1965,3914,2600,16821,,,,,,,,,,,,
1056,12128,2770,3803,4078,1477,3800,17118,,,,,,,,,,,,
1057,30349,2852,16667,10092,738,3800,35369,,,,,,,,,,,,
1058,18726,504,5055,4708,8459,3000,22916,,,,,,,,,,,,
1059,12717,463,1212,3392,7650,4600,18517,,,,,,,,,,,,
1060,20700,6464,4883,7328,2025,4600,26500,,,,,,,,,,,,
1061,13135,680,775,3530,8150,4200,18505,,,,,,,,,,,,
1062,7031,1188,1190,659,3994,2600,10821,,,,,,,,,,,,
1063,19380,479,7833,7389,3679,3800,24420,,,,,,,,,,,,
1064,23430,2840,16688,659,3243,3000,27610,,,,,,,,,,,,
1065,22436,2812,7743,3839,8042,4200,27866,,,,,,,,,,,,
1066,15356,2633,2229,7871,2623,4600,21136,,,,,,,,,,,,
1067,24322,526,7830,11899,4067,3800,29352,,,,,,,,,,,,
1068,15730,2659,1628,3203,8240,2600,19500,,,,,,,,,,,,
1069,19798,321,4057,3559,11861,2600,23608,,,,,,,,,,,,
1070,12736,316,3233,4513,4674,4200,18126,,,,,,,,,,,,
1071,10790,551,1744,4233,4262,3000,15000,,,,,,,,,,,,
1072,28745,2931,17583,7114,1117,4600,34575,,,,,,,,,,,,
1073,21660,4027,1029,12306,4298,4200,27060,,,,,,,,,,,,
1074,10789,2931,1983,1761,4114,5000,16949,,,,,,,,,,,,
1075,24184,2828,9241,4265,7850,3400,28784,,,,,,,,,,,,
1076,28821,311,2671,18507,7332,3000,33071,,,,,,,,,,,,
1077,8383,1195,1315,947,4926,3000,12583,,,,,,,,,,,,
1078,9426,1204,2432,3867,1923,3800,14406,,,,,,,,,,,,
1079,18274,2808,3555,3213,8698,3400,22864,,,,,,,,,,,,
1080,26499,843,9400,8929,7327,3400,31139,,,,,,,,,,,,
1081,28361,2941,17796,6741,883,5400,34991,,,,,,,,,,,,
1082,9860,1270,1168,3523,3899,3000,14070,,,,,,,,,,,,
1083,6432,464,952,3202,1814,3400,11032,,,,,,,,,,,,
1084,12681,1667,1794,7773,1447,3000,16861,,,,,,,,,,,,
1085,23931,329,4856,7362,11384,2600,27781,,,,,,,,,,,,
1086,19610,4193,7713,3341,4363,4600,25410,,,,,,,,,,,,
1087,22323,1677,7592,4303,8751,4600,28143,,,,,,,,,,,,
1088,19076,1303,6401,7459,3913,3800,24086,,,,,,,,,,,,
1089,11457,2822,934,3482,4219,5000,17607,,,,,,,,,,,,
1090,19655,347,2890,7882,8536,2600,23455,,,,,,,,,,,,
1091,12940,2995,4855,3895,1195,4200,18330,,,,,,,,,,,,
1092,15434,1346,1226,8576,4286,2600,19244,,,,,,,,,,,,
1093,9415,475,2033,3917,2990,4200,14845,,,,,,,,,,,,
1094,14676,654,6741,4316,2965,3000,18896,,,,,,,,,,,,
1095,7975,641,3071,2547,1716,2600,11725,,,,,,,,,,,,
1096,22854,839,9435,4578,8002,3400,27464,,,,,,,,,,,,
1097,36600,620,5579,3106,27295,3400,41210,,,,,,,,,,,,
1098,17938,655,2153,7868,7262,3000,22178,,,,,,,,,,,,
1099,7683,669,855,3451,2708,2600,11493,,,,,,,,,,,,
1100,13239,2396,3115,4171,3557,4200,18609,,,,,,,,,,,,
1101,14932,524,8080,1796,4532,3400,19522,,,,,,,,,,,,
1102,7700,549,1256,3931,1964,3800,12690,,,,,,,,,,,,
1103,24128,4221,3583,8434,7890,3400,28738,,,,,,,,,,,,
1104,15667,587,1339,9545,4196,3800,20677,,,,,,,,,,,,
1105,30140,2830,17106,2007,8197,3800,35150,,,,,,,,,,,,
1106,11123,624,3529,2642,4328,3400,15723,,,,,,,,,,,,
1107,17460,686,4808,3736,8230,2600,21280,,,,,,,,,,,,
1108,16717,1056,10733,4348,580,4600,22497,,,,,,,,,,,,
1109,13844,357,2959,2386,8142,3400,18434,,,,,,,,,,,,
1110,5276,695,1536,1944,1101,2200,8686,,,,,,,,,,,,
1111,15724,390,7536,4826,2972,3000,19904,,,,,,,,,,,,
1112,23265,1257,10002,9193,2813,3400,27905,,,,,,,,,,,,
1113,13115,3004,4935,3909,1267,4200,18485,,,,,,,,,,,,
1114,8415,693,1111,3154,3457,2600,12205,,,,,,,,,,,,
1115,28030,620,8624,11667,7119,3000,32270,,,,,,,,,,,,
1116,14485,1254,2743,7458,3030,3400,19105,,,,,,,,,,,,
1117,22049,636,8716,4668,8029,3800,27049,,,,,,,,,,,,
1118,25430,695,8822,4579,11334,3000,29640,,,,,,,,,,,,
1119,24247,338,5220,7435,11254,2600,28097,,,,,,,,,,,,
1120,12661,339,2955,6273,3094,4200,18051,,,,,,,,,,,,
1121,23576,3009,18288,607,1672,4200,28946,,,,,,,,,,,,
1122,14015,686,4825,4268,4236,2600,17775,,,,,,,,,,,,
1123,21880,2635,14253,3287,1705,4200,27270,,,,,,,,,,,,
1124,18592,369,5021,12494,708,3800,23582,,,,,,,,,,,,
1125,22384,2741,4405,12034,3204,3800,27434,,,,,,,,,,,,
1126,16612,2433,3298,7517,3364,3400,21202,,,,,,,,,,,,
1127,35848,449,5161,30238,0,3400,40448,,,,,,,,,,,,
1128,27199,3088,18840,2673,2598,4200,32599,,,,,,,,,,,,
1129,25096,543,8612,4651,11290,3400,29726,,,,,,,,,,,,
1130,16422,3134,1918,7177,4193,3000,20612,,,,,,,,,,,,
1131,15843,2989,4973,7351,530,4200,21223,,,,,,,,,,,,
1132,20397,1473,11061,4723,3140,3400,25017,,,,,,,,,,,,
1133,10715,673,2264,1857,5921,2200,14145,,,,,,,,,,,,
1134,6992,312,500,2901,3279,3000,11162,,,,,,,,,,,,
1135,11570,2806,2326,4737,1701,3800,16550,,,,,,,,,,,,
1136,13897,2829,1978,1027,8063,3000,18097,,,,,,,,,,,,
1137,17174,2792,1799,12103,480,3400,21744,,,,,,,,,,,,
1138,27754,2992,18299,476,5987,3000,31944,,,,,,,,,,,,
1139,18744,1393,1501,8598,7252,2200,22174,,,,,,,,,,,,
1140,14933,460,4423,7346,2704,4600,20723,,,,,,,,,,,,
1141,13910,593,5739,3254,4324,3000,18100,,,,,,,,,,,,
1142,6356,458,1326,1521,3051,2600,10146,,,,,,,,,,,,
1143,14475,2423,3308,7715,1029,3800,19445,,,,,,,,,,,,
1144,20824,1741,7673,3840,7570,3000,25044,,,,,,,,,,,,
1145,18491,1487,11115,3360,2529,3800,23521,,,,,,,,,,,,
1146,21695,2886,7714,3576,7519,3000,25925,,,,,,,,,,,,
1147,17949,2903,7703,4713,2630,2600,21739,,,,,,,,,,,,
1148,21395,710,5008,12519,3158,3400,26005,,,,,,,,,,,,
1149,6354,670,2094,935,2655,3400,10954,,,,,,,,,,,,
1150,5386,462,1010,2723,1191,2600,9156,,,,,,,,,,,,
1151,20535,326,3097,5863,11249,3400,25155,,,,,,,,,,,,
1152,20612,2931,1973,4347,11361,3000,24832,,,,,,,,,,,,
1153,13431,473,2149,7694,3115,3000,17621,,,,,,,,,,,,
1154,27000,792,9951,9175,7082,3800,32020,,,,,,,,,,,,
1155,17265,788,5114,7423,3940,4200,22655,,,,,,,,,,,,
1156,15285,2997,4983,3056,4249,3800,20255,,,,,,,,,,,,
1157,22495,340,4257,6530,11368,2600,26335,,,,,,,,,,,,
1158,11629,2485,3455,3680,2009,2600,15389,,,,,,,,,,,,
1159,16555,1485,7844,2963,4263,3400,21155,,,,,,,,,,,,
1160,21151,1753,7744,4244,7410,4200,26561,,,,,,,,,,,,
1161,24016,808,10083,4607,8518,3800,29006,,,,,,,,,,,,
1162,9520,435,1326,3563,4196,3000,13680,,,,,,,,,,,,
1163,24233,2981,2465,7527,11260,3800,29273,,,,,,,,,,,,
1164,12419,832,1344,8722,1521,3400,16999,,,,,,,,,,,,
1165,18040,459,3000,12089,2492,4200,23430,,,,,,,,,,,,
1166,18386,633,5953,3218,8582,3400,22986,,,,,,,,,,,,
1167,11705,847,2879,6503,1476,4200,17095,,,,,,,,,,,,
1168,21760,1532,7837,4272,8119,3400,26380,,,,,,,,,,,,
1169,14708,1536,7713,1870,3589,3000,18908,,,,,,,,,,,,
1170,11599,1716,3300,1806,4777,4600,17389,,,,,,,,,,,,
1171,30341,880,2857,23384,3220,3000,34571,,,,,,,,,,,,
1172,15027,436,6141,4879,3571,3000,19207,,,,,,,,,,,,
1173,21030,2775,15446,489,2320,3400,25600,,,,,,,,,,,,
1174,21239,2509,3418,3799,11513,2600,25029,,,,,,,,,,,,
1175,17645,660,950,3968,12067,3000,21885,,,,,,,,,,,,
1176,15322,647,7545,4222,2908,3400,19942,,,,,,,,,,,,
1177,9938,878,2855,4308,1897,3000,14128,,,,,,,,,,,,
1178,21216,1743,10865,4341,4267,4200,26626,,,,,,,,,,,,
1179,21026,826,8453,4217,7530,3800,26066,,,,,,,,,,,,
1180,9245,826,2858,3604,1957,5000,15445,,,,,,,,,,,,
1181,15124,2971,984,2892,8277,3800,20094,,,,,,,,,,,,
1182,15711,3088,2528,7520,2575,5000,21921,,,,,,,,,,,,
1183,18084,894,5687,4241,7262,4200,23474,,,,,,,,,,,,
1184,12227,1742,3310,4011,3164,4600,18047,,,,,,,,,,,,
1185,21963,3148,8894,9388,533,3800,26983,,,,,,,,,,,,
1186,12704,403,4576,3818,3907,2600,16494,,,,,,,,,,,,
1187,11516,931,1924,1198,7463,4200,16886,,,,,,,,,,,,
1188,17197,447,1397,3398,11955,4200,22567,,,,,,,,,,,,
1189,15584,3413,3465,8075,631,3800,20554,,,,,,,,,,,,
1190,13161,818,5494,3206,3643,3400,17771,,,,,,,,,,,,
1191,14203,3175,931,2626,7471,3400,18803,,,,,,,,,,,,
1192,12308,3416,3223,1936,3733,4600,18078,,,,,,,,,,,,
1193,13552,398,6191,3944,3019,3000,17772,,,,,,,,,,,,
1194,17071,429,2181,2552,11909,4200,22491,,,,,,,,,,,,
1195,13426,1742,3305,3525,4854,3000,17626,,,,,,,,,,,,
1196,17048,1785,3689,8247,3327,4600,22878,,,,,,,,,,,,
1197,14123,2543,928,3292,7360,4200,19523,,,,,,,,,,,,
1198,16047,839,2666,7789,4753,2600,19857,,,,,,,,,,,,
1199,11594,2512,3393,3762,1927,2600,15354,,,,,,,,,,,,
1200,10904,3052,2316,3917,1619,4200,16254,,,,,,,,,,,,
1201,20229,4326,2792,4872,8239,4200,25639,,,,,,,,,,,,
1202,17800,3214,3485,3961,7140,3400,22410,,,,,,,,,,,,
1203,11758,3212,2991,1889,3666,4200,17148,,,,,,,,,,,,
1204,12465,3224,3508,1862,3871,2600,16245,,,,,,,,,,,,
1205,11410,1013,2995,3515,3887,4200,16770,,,,,,,,,,,,
1206,14968,665,6361,4822,3120,3000,19138,,,,,,,,,,,,
1207,5677,368,593,1125,3591,2600,9447,,,,,,,,,,,,
1208,17436,1004,7337,4233,4862,4600,23216,,,,,,,,,,,,
1209,18856,374,6360,8095,4027,2600,22686,,,,,,,,,,,,
1210,22823,3219,7651,11428,525,3400,27443,,,,,,,,,,,,
1211,7515,370,1781,3398,1966,3800,12475,,,,,,,,,,,,
1212,10395,938,2030,4351,3076,5000,16555,,,,,,,,,,,,
1213,17541,398,6466,2017,8660,3400,22151,,,,,,,,,,,,
1214,18034,551,3059,2362,12062,2600,21824,,,,,,,,,,,,
1215,14302,3295,4173,4078,2756,4600,20112,,,,,,,,,,,,
1216,13061,1954,965,2688,7454,4600,18861,,,,,,,,,,,,
1217,19673,880,7578,3933,7282,3400,24303,,,,,,,,,,,,
1218,22624,3338,9276,7393,2617,4600,28464,,,,,,,,,,,,
1219,13404,882,1170,3553,7799,2600,17194,,,,,,,,,,,,
1220,21776,3385,7773,3118,7500,3000,25996,,,,,,,,,,,,
1221,19742,1951,2355,8029,7407,5800,26782,,,,,,,,,,,,
1222,10912,1965,985,3848,4114,4600,16682,,,,,,,,,,,,
1223,18848,1980,3488,3979,9401,5400,25448,,,,,,,,,,,,
1224,26860,498,7030,11942,7390,2600,30690,,,,,,,,,,,,
1225,6230,415,1046,951,3818,4600,11990,,,,,,,,,,,,
1226,22654,3400,2595,12408,4251,3800,27664,,,,,,,,,,,,
1227,23566,452,6855,8276,7983,2600,27406,,,,,,,,,,,,
1228,17679,2556,3551,3205,8367,2600,21459,,,,,,,,,,,,
1229,16343,1984,3554,7269,3536,3000,20583,,,,,,,,,,,,
1230,12008,3429,2389,1966,4224,6200,19388,,,,,,,,,,,,
1231,21837,678,2928,6744,11487,3800,26847,,,,,,,,,,,,
1232,22357,3496,2204,12409,4248,3800,27377,,,,,,,,,,,,
1233,13846,1083,2207,2354,8202,3400,18466,,,,,,,,,,,,
1234,16557,1990,3587,3519,7461,2600,20387,,,,,,,,,,,,
1235,14474,1982,1995,2342,8155,3000,18674,,,,,,,,,,,,
1236,22721,3487,7853,4214,7167,4200,28141,,,,,,,,,,,,
1237,11085,1981,1723,3337,4044,3800,16085,,,,,,,,,,,,
1238,18650,425,6904,8145,3176,5000,24890,,,,,,,,,,,,
1239,16875,550,568,7546,8211,2600,20665,,,,,,,,,,,,
1240,13051,1927,1953,1083,8088,3800,18041,,,,,,,,,,,,
1241,22855,3490,7850,4269,7246,4200,28275,,,,,,,,,,,,
1242,14857,424,6956,3176,4301,2600,18667,,,,,,,,,,,,
1243,10009,592,2760,3483,3174,3000,14179,,,,,,,,,,,,
1244,20570,3566,4026,4751,8227,4200,25990,,,,,,,,,,,,
1245,15201,2671,2263,7371,2896,3400,19791,,,,,,,,,,,,
1246,26954,3838,5718,11348,6050,3400,31594,,,,,,,,,,,,
1247,7978,414,533,1682,5349,3000,12168,,,,,,,,,,,,
1248,14619,1046,2929,3171,7473,3000,18799,,,,,,,,,,,,
1249,16294,3705,7748,4267,574,3800,21284,,,,,,,,,,,,
1250,19743,730,6217,8474,4322,4200,25153,,,,,,,,,,,,
1251,15305,3704,2459,1763,7379,3000,19515,,,,,,,,,,,,
1252,15419,3747,2551,4877,4244,3400,20009,,,,,,,,,,,,
1253,18140,2705,2240,1312,11883,3400,22740,,,,,,,,,,,,
1254,17472,525,5032,4713,7202,2600,21262,,,,,,,,,,,,
1255,9883,2018,1779,1165,4921,4200,15253,,,,,,,,,,,,
1256,15327,3755,1016,7542,3014,3400,19917,,,,,,,,,,,,
1257,32845,1058,3319,28468,0,3400,37475,,,,,,,,,,,,
1258,20680,3889,3480,1903,11408,4600,26460,,,,,,,,,,,,
1259,22774,802,9237,4741,7994,3400,27394,,,,,,,,,,,,
1260,15236,3767,4744,1951,4774,5000,21426,,,,,,,,,,,,
1261,13683,448,7377,4677,1181,2600,17473,,,,,,,,,,,,
1262,10757,1068,1921,3987,3781,3400,15377,,,,,,,,,,,,
1263,10640,2168,2137,4341,1994,3400,15200,,,,,,,,,,,,
1264,15979,3768,5679,3095,3437,4200,21399,,,,,,,,,,,,
1265,24273,3857,11475,7421,1520,3800,29313,,,,,,,,,,,,
1266,14744,566,8782,1872,3524,2600,18534,,,,,,,,,,,,
1267,18678,2772,3327,12048,531,4600,24458,,,,,,,,,,,,
1268,19651,3922,3445,8314,3970,2600,23441,,,,,,,,,,,,
1269,28054,3940,11144,8004,4966,3400,32714,,,,,,,,,,,,
1270,12295,2778,2324,4119,3074,4200,17675,,,,,,,,,,,,
1271,15072,1926,2033,3719,7394,3000,19262,,,,,,,,,,,,
1272,24352,496,7556,8424,7876,3000,28562,,,,,,,,,,,,
1273,9686,1081,1798,3851,2956,4200,15076,,,,,,,,,,,,
1274,26108,2845,16921,4100,2242,3000,30298,,,,,,,,,,,,
1275,7428,531,579,2766,3552,3000,11608,,,,,,,,,,,,
1276,21264,4028,11858,3692,1686,4200,26684,,,,,,,,,,,,
1277,17274,4030,3366,7389,2489,4200,22674,,,,,,,,,,,,
1278,16161,539,2977,12122,523,4200,21531,,,,,,,,,,,,
1279,8208,1259,1391,3588,1970,3800,13178,,,,,,,,,,,,
1280,19996,1260,3162,7531,8043,5000,26216,,,,,,,,,,,,
1281,4654,523,580,1322,2229,2600,8434,,,,,,,,,,,,
1282,24339,4678,5844,11381,2436,4200,29779,,,,,,,,,,,,
1283,9550,852,1333,3375,3990,3800,14530,,,,,,,,,,,,
1284,13607,1670,1449,3056,7432,3400,18207,,,,,,,,,,,,
1285,20703,2139,3461,11970,3133,5000,26903,,,,,,,,,,,,
1286,21729,4026,5384,2996,9323,3400,26349,,,,,,,,,,,,
1287,21666,4108,2436,11952,3170,3400,26286,,,,,,,,,,,,
1288,24540,516,5198,7547,11279,2600,28380,,,,,,,,,,,,
1289,20889,4125,7692,8522,550,3400,25499,,,,,,,,,,,,
1290,21118,4210,965,12446,3497,3000,25328,,,,,,,,,,,,
1291,25006,597,8847,8782,6780,3400,29626,,,,,,,,,,,,
1292,16530,2956,2140,4155,7279,3800,21520,,,,,,,,,,,,
1293,24733,605,8885,3855,11388,3000,28963,,,,,,,,,,,,
1294,16657,1244,7152,4711,3550,2600,20457,,,,,,,,,,,,
1295,17194,504,7972,3878,4840,3800,22204,,,,,,,,,,,,
1296,13549,1253,7140,3934,1222,2600,17349,,,,,,,,,,,,
1297,19252,502,5239,1922,11589,3800,24262,,,,,,,,,,,,
1298,16742,1268,7208,4827,3439,2600,20542,,,,,,,,,,,,
1299,29514,1273,1604,19796,6841,3000,33744,,,,,,,,,,,,
1300,26100,1913,14563,3344,6280,3000,30340,,,,,,,,,,,,
1301,29397,1291,17626,7807,2673,4600,35227,,,,,,,,,,,,
1302,35984,587,4764,30633,0,3800,41014,,,,,,,,,,,,
1303,19862,2832,7696,7131,2203,4600,25642,,,,,,,,,,,,
1304,13439,1680,5720,4715,1324,3000,17629,,,,,,,,,,,,
1305,25296,2139,17951,4078,1128,3800,30296,,,,,,,,,,,,
1306,12066,2148,3087,3220,3611,4200,17486,,,,,,,,,,,,
1307,13479,609,8615,3126,1129,3800,18469,,,,,,,,,,,,
1308,14251,4093,3301,4207,2650,5000,20431,,,,,,,,,,,,
1309,8542,665,3057,2837,1983,4600,14282,,,,,,,,,,,,
1310,16902,627,633,3532,12110,3800,21882,,,,,,,,,,,,
1311,21836,1910,14640,3594,1692,3800,26846,,,,,,,,,,,,
1312,9579,843,3281,1476,3979,3800,14529,,,,,,,,,,,,
1313,22507,1973,1489,7714,11331,3000,26727,,,,,,,,,,,,
1314,9153,570,649,3545,4389,3800,14113,,,,,,,,,,,,
1315,18712,1274,9671,7075,692,2600,22542,,,,,,,,,,,,
1316,18755,641,3077,3140,11897,2600,22575,,,,,,,,,,,,
1317,19308,705,9329,2021,7253,2600,23108,,,,,,,,,,,,
1318,10979,495,2210,4707,3567,5400,17529,,,,,,,,,,,,
1319,23652,4253,6485,11268,1646,3800,28692,,,,,,,,,,,,
1320,11168,2005,2003,5226,1934,3000,15358,,,,,,,,,,,,
1321,20957,7277,8279,3650,1751,4200,26367,,,,,,,,,,,,
1322,9948,2022,1441,4515,1970,3000,14138,,,,,,,,,,,,
1323,22370,5030,6451,9268,1621,4600,28190,,,,,,,,,,,,
1324,13463,1280,2948,5544,3691,3000,17703,,,,,,,,,,,,
1325,14549,4258,3145,2942,4204,3800,19549,,,,,,,,,,,,
1326,15028,1296,1365,7687,4680,2600,18818,,,,,,,,,,,,
1327,17896,5062,1660,8703,2471,4600,23686,,,,,,,,,,,,
1328,12890,3045,2252,3293,4300,3800,17870,,,,,,,,,,,,
1329,24266,912,11904,4756,6694,4200,29666,,,,,,,,,,,,
1330,22883,5113,7558,7627,2585,4600,28703,,,,,,,,,,,,
1331,23519,803,9836,4282,8598,5000,29729,,,,,,,,,,,,
1332,9258,1474,3063,1645,3076,4200,14658,,,,,,,,,,,,
1333,27319,7292,8097,3179,8751,5800,34369,,,,,,,,,,,,
1334,12190,3136,3227,2005,3822,4600,17960,,,,,,,,,,,,
1335,19680,5111,7426,4738,2405,3000,23870,,,,,,,,,,,,
1336,21688,5124,3727,4719,8118,4600,27488,,,,,,,,,,,,
1337,18710,823,6377,4223,7287,3800,23730,,,,,,,,,,,,
1338,9763,1474,3137,1224,3928,2600,13573,,,,,,,,,,,,
1339,12208,3138,3221,2004,3845,4600,17978,,,,,,,,,,,,
1340,17059,3148,1925,3773,8213,2600,20849,,,,,,,,,,,,
