Tue Jan 17 00:24:37 JST 2023,,,,,,,,,,,,,
SCE-5000_SEED(0),,,,,,,,,,,,,
VisitorId,waitingTime[0],waitingTime[1],waitingTime[2],waitingTime[3],sumWaitingTime,movingTime,travelTime,preference[0](WT),preference[1](MT),preference[2](TT),preference[3](smooth),preference[4](bias),utility
2984,15341,3504,6801,3252,28898,3800,33928,0.478950112,0.4161746,0.104875288,0,0,-18980.37259
2985,7835,4310,694,6562,19401,6200,26781,0.105377976,0.521493838,0.373128186,0,0,-15270.44586
2986,790,2778,8494,7251,19313,4200,24703,0.331935608,0.265658441,0.402405951,0,0,-17467.07205
2987,15359,8394,1488,823,26064,4200,31474,0.198334814,0.790157529,0.011507658,0,0,-8850.252225
2988,15422,10464,263,0,26149,4200,31559,0.39033888,0.179963102,0.429698017,0,0,-24523.65614
2989,7711,4288,2575,731,15305,3800,20265,0.105904471,0.456881841,0.437213689,0,0,-12217.15432
2990,15465,8446,1743,643,26297,3800,31307,0.093723794,0.262046277,0.644229928,0,0,-23629.33684
2991,8313,8571,4109,405,21398,3000,25588,0.316251478,0.082751901,0.600996621,0,0,-22393.70637
2992,15554,473,3088,8389,27504,2600,31324,0.552051061,0.370563259,0.07738568,0,0,-18571.10589
2993,831,6271,4308,2515,13925,3400,18495,0.224770704,0.080925124,0.694304172,0,0,-16246.23314
2994,15545,2288,7282,105,25220,3400,29810,0.341184567,0.304493078,0.354322355,0,0,-20202.30065
2995,15589,7710,836,3683,27818,3400,32438,0.472487129,0.165128281,0.36238459,0,0,-25460.11444
2996,3231,8373,3270,542,15416,3800,20406,0.627442823,0.151913494,0.220643683,0,0,-14752.38484
2997,3258,4096,8518,4174,20046,3400,24636,0.37506354,0.212851845,0.412084615,0,0,-18394.33657
2998,3295,4090,8583,4110,20078,3400,24668,0.834142031,0.011224629,0.15463334,0,0,-20600.56267
2999,15593,8351,1986,1895,27825,3400,32435,0.349119545,0.310803485,0.34007697,0,0,-21801.3797
3000,8348,1453,3527,3485,16813,3800,21803,0.322202815,0.185700809,0.492096376,0,0,-16852.0363
3001,2200,7892,4206,2334,16632,3800,21622,0.188153697,0.010979562,0.800866741,0,0,-20487.43529
3002,3804,4266,4750,2501,15321,3000,19491,0.296143942,0.248225119,0.455630939,0,0,-14162.59933
3003,1769,1781,5004,4127,12681,4200,18021,0.404428601,0.389024921,0.206546479,0,0,-10484.63785
3004,3282,4262,1362,8703,17609,5400,24189,0.340154227,0.273649388,0.386196385,0,0,-16809.18684
3005,862,7653,4211,6879,19605,5000,25795,0.148524677,0.218676543,0.632798779,0,0,-20328.25353
3006,2199,1351,8267,2515,14332,3400,18902,0.026072449,0.677422905,0.296504646,0,0,-8281.439032
3007,15609,708,3275,5463,25055,3800,30065,0.391561992,0.38449208,0.223945928,0,0,-18004.58994
3008,3282,4084,8550,4056,19972,3800,24962,0.400704525,0.571077127,0.028218347,0,0,-10877.35025
3009,2196,1350,4250,11416,19212,3800,24202,0.455435521,0.225614207,0.318950273,0,0,-17326.39571
3010,15607,3191,7036,816,26650,3400,31250,0.13044129,0.503839803,0.365718907,0,0,-16618.03155
3011,7758,4267,2519,4227,18771,2600,22551,0.412073073,0.447961079,0.139965849,0,0,-12056.0923
3012,1078,7954,7353,2441,18826,6200,26216,0.443948536,0.390662043,0.165389421,0,0,-15115.72886
3013,15706,2306,2380,2396,22788,5400,29378,0.197949797,0.384463294,0.417586909,0,0,-18854.84998
3014,15725,3185,525,4478,23913,4600,29713,0.207148674,0.638181837,0.154669489,0,0,-12484.87722
3015,7751,8280,2282,6952,25265,3000,29485,0.617185287,0.036327497,0.346487216,0,0,-25918.34433
3016,7750,4343,2551,710,15354,2600,19134,0.122826813,0.476035581,0.401137606,0,0,-10798.94235
3017,3299,3738,8539,3181,18757,3000,22967,0.042557261,0.358488948,0.598953791,0,0,-15629.8851
3018,15759,8416,2197,702,27074,2600,30864,0.628559176,0.146710059,0.224730765,0,0,-24335.14762
3019,8374,4658,7798,356,21186,4600,26976,0.273780386,0.13439952,0.591820094,0,0,-22383.48791
3020,7739,8296,4248,4822,25105,3000,29325,0.565549862,0.359319979,0.075130159,0,0,-17479.28114
3021,15775,7705,5747,694,29921,3000,34181,0.282142044,0.223247797,0.494610158,0,0,-26017.98532
3022,8554,4680,8615,3472,25321,4200,30731,0.199689795,0.358631472,0.441678733,0,0,-20135.82663
3023,2350,8045,4017,568,14980,5000,21160,0.326500832,0.216171303,0.457327865,0,0,-15648.8966
3024,15803,706,3100,5869,25478,3000,29678,0.392688206,0.38663416,0.220677634,0,0,-17714.08341
3025,2349,8105,3981,556,14991,4600,20771,0.383798155,0.192751019,0.423450826,0,0,-15435.66993
3026,7750,3764,1027,2539,15080,3000,19270,0.25734728,0.374190747,0.368461973,0,0,-12103.63144
3027,15845,3181,527,5761,25314,2200,28724,0.32834828,0.321718771,0.349932949,0,0,-19071.06368
3028,3800,1875,4610,8681,18966,4200,24336,0.473981919,0.111810561,0.414207519,0,0,-19539.29963
3029,8560,8550,6107,473,23690,4600,29520,0.189736679,0.413762515,0.396500806,0,0,-18102.87329
3030,15846,4248,1709,2154,23957,2600,27737,0.392880721,0.099515442,0.507603837,0,0,-23750.3912
3031,7768,3695,2514,689,14666,4200,20056,0.566741308,0.137880443,0.295378249,0,0,-14815.03204
3032,15853,662,3126,1447,21088,3800,26068,0.392259371,0.227537479,0.38020315,0,0,-19047.74375
3033,15862,3202,7052,0,26116,3000,30316,0.275008029,0.29448594,0.430506031,0,0,-21116.78835
3034,1949,7400,1198,3995,14542,3800,19502,0.565581902,0.251576683,0.182841415,0,0,-12746.45669
3035,15866,8503,1681,609,26659,3400,31269,0.44246753,0.139030366,0.418502104,0,0,-25354.58742
3036,15865,10570,742,1647,28824,3800,33854,0.013317731,0.807795692,0.178886576,0,0,-9509.520072
3037,3183,8014,4801,9846,25844,2600,29654,0.335098453,0.173048663,0.491852884,0,0,-23695.61636
3038,15885,4232,2379,5503,27999,3400,32609,0.384981835,0.331488452,0.283529713,0,0,-21151.78754
3039,15948,7351,1330,537,25166,5400,31776,0.341599904,0.369507654,0.288892442,0,0,-19771.89075
3040,2369,8290,3975,472,15106,5400,21686,0.341297819,0.500571286,0.158130895,0,0,-11287.95639
3041,7955,3076,3331,662,15024,2600,18814,0.377885549,0.425551769,0.196562682,0,0,-10481.91738
3042,8569,2964,3965,7925,23423,3800,28423,0.119854137,0.534428489,0.345717374,0,0,-14664.49664
3043,15963,2225,7006,1093,26287,2600,30097,0.774174395,0.077847995,0.147977611,0,0,-25006.80924
3044,3304,3803,8597,2083,17787,3400,22397,0.066554933,0.510998306,0.422446761,0,0,-12382.74694
3045,16023,3207,1713,4330,25273,3400,29893,0.395053122,0.103730638,0.50121624,0,0,-25319.71878
3046,8567,4223,8537,4174,25501,3400,30121,0.596017233,0.385946129,0.018036639,0,0,-17054.53388
3047,3391,8009,2630,3512,17542,3000,21742,0.910513927,0.03664186,0.052844213,0,0,-17231.09976
3048,16078,8225,1335,3556,29194,3000,33424,0.267367176,0.672496041,0.060136783,0,0,-11833.01731
3049,3349,8159,3338,3130,17976,3800,22946,0.46449375,0.045281293,0.490224957,0,0,-19770.51042
3050,16077,3384,1599,457,21517,3400,26097,0.192779964,0.303069902,0.504150134,0,0,-18335.29019
3051,7958,4682,595,7718,20953,3800,25943,0.584214872,0.05394658,0.361838548,0,0,-21833.22866
3052,16118,627,9491,1951,28187,4200,33607,0.098182513,0.071948097,0.82986939,0,0,-30959.07308
3053,3389,8240,4739,3109,19477,3000,23657,0.318046579,0.253701236,0.428252186,0,0,-17086.85888
3054,16124,2236,2581,434,21375,3800,26355,0.083613756,0.377009233,0.539377011,0,0,-17435.16024
3055,8560,2997,8642,2351,22550,3400,27160,0.352233226,0.289646278,0.358120497,0,0,-18654.20928
3056,16141,606,7901,504,25152,3000,29342,0.058698949,0.416526307,0.524774744,0,0,-18123.91542
3057,8572,3530,8599,3816,24517,4600,30347,0.181252305,0.306870574,0.511877121,0,0,-21389.30239
3058,3163,3067,8216,3474,17920,2200,21320,0.079917269,0.507066697,0.413016034,0,0,-11353.16604
3059,16137,4192,2544,3570,26443,3000,30653,0.523412704,0.287467525,0.189119771,0,0,-20500.09306
3060,1920,7400,8225,2370,19915,4200,25315,0.45669149,0.368054645,0.175253865,0,0,-15077.39212
3061,16141,4213,5798,733,26885,2600,30685,0.233658987,0.274610299,0.491730714,0,0,-22084.66559
3062,1734,3797,8323,6991,20845,3400,25435,0.528396944,0.112464423,0.359138633,0,0,-20531.50446
3063,16133,4230,5795,682,26840,3400,31450,0.333489508,0.332675413,0.333835079,0,0,-20581.06803
3064,3468,1916,3876,4843,14103,3400,18673,0.316437265,0.266402426,0.417160309,0,0,-13158.11745
3065,3326,8266,7376,505,19473,3800,24443,0.320121279,0.414394877,0.265483843,0,0,-14297.64379
3066,2361,4737,4272,7361,18731,4200,24111,0.797294416,0.102035721,0.100669863,0,0,-17789.9228
3067,1738,3967,3955,1227,10887,2600,14637,0.385768563,0.462943012,0.151288426,0,0,-7617.922857
3068,1774,3519,11760,433,17486,3000,21666,0.336948473,0.365069583,0.297981944,0,0,-13443.16655
3069,3461,1916,4318,2632,12327,4200,17697,0.475423777,0.06201728,0.462558944,0,0,-14306.92709
3070,845,3539,3668,2606,10658,6200,18018,0.273039095,0.293852998,0.433107907,0,0,-12535.67753
3071,3461,1913,4330,2621,12325,4200,17695,0.484779973,0.435885965,0.079334062,0,0,-9209.45045
3072,18510,5919,861,502,25792,5000,32002,0.574136568,0.32405872,0.101804712,0,0,-19686.37835
3073,564,4906,3723,8008,17201,4200,22601,0.145130549,0.553630202,0.301239248,0,0,-11629.94568
3074,16135,599,9551,2025,28310,3000,32540,0.509813162,0.188917606,0.301269232,0,0,-24802.86425
3075,16197,660,4111,1155,22123,3400,26693,0.128158528,0.450689192,0.42115228,0,0,-15609.41217
3076,8768,9374,1586,5431,25159,3800,30179,0.229596402,0.69648286,0.073920738,0,0,-10653.9047
3077,1850,3442,4610,8795,18697,3800,23667,0.62329545,0.027920113,0.348784436,0,0,-20014.53272
3078,16219,7578,922,1147,25866,3400,30486,0.48536434,0.085576837,0.429058823,0,0,-25925.68253
3079,16239,729,4115,6799,27882,3000,32082,0.016590619,0.480317225,0.503092157,0,0,-18043.73387
3080,16283,699,9527,579,27088,3000,31298,0.497431884,0.040203861,0.462364255,0,0,-28066.12291
3081,16303,681,9532,600,27116,3800,32116,0.261543767,0.704237839,0.034218394,0,0,-10867.08251
3082,16336,10446,828,130,27740,3400,32350,0.459214885,0.318799343,0.221985772,0,0,-21003.7784
3083,16328,3165,3504,943,23940,3000,28130,0.481106418,0.010853535,0.508040047,0,0,-25841.41476
3084,16369,7953,731,1048,26101,3000,30301,0.071286172,0.36092489,0.567788938,0,0,-20147.98765
3085,3504,8250,8121,2708,22583,4600,28383,0.278005047,0.431629503,0.29036545,0,0,-16505.12626
3086,3206,2017,8377,3368,16968,3800,21958,0.73768035,0.077585168,0.184734481,0,0,-16868.18357
3087,1832,7276,4141,4228,17477,5000,23647,0.864534091,0.120281386,0.015184523,0,0,-16069.93766
3088,16372,6657,1497,242,24768,4200,30178,0.350592686,0.31070847,0.338698844,0,0,-20209.70893
3089,1830,12281,3372,5834,23317,4200,28727,0.335627926,0.33253791,0.331834164,0,0,-18755.0956
3090,16380,4168,1575,6207,28330,2600,32140,0.367204356,0.188310642,0.444485002,0,0,-25178.25503
3091,16394,8222,805,1003,26424,2600,30224,0.441932612,0.413146129,0.144921259,0,0,-17131.90741
3092,16394,3236,521,5274,25425,2200,28835,0.335151749,0.561573183,0.103275068,0,0,-12734.6308
3093,7921,4322,2643,7778,22664,2200,26074,0.646915461,0.022721519,0.33036302,0,0,-23325.56473
3094,3523,4772,1169,3958,13422,5000,19582,0.295601911,0.386443202,0.317954887,0,0,-12125.97746
3095,16397,7556,267,1230,25450,3400,30060,0.229849052,0.400137255,0.370013693,0,0,-18332.73665
3096,8743,4828,3209,537,17317,3400,21897,0.214332458,0.697375982,0.08829156,0,0,-8015.993812
3097,4603,11774,3026,2893,22296,4600,28096,0.202641737,0.490980864,0.306377399,0,0,-15384.59154
3098,10238,8156,3568,241,22203,3800,27193,0.310790501,0.014341043,0.674868456,0,0,-25306.67537
3099,3944,4262,1428,3445,13079,2600,16859,0.433427377,0.323141148,0.243431475,0,0,-10612.97488
3100,16393,7294,503,811,25001,4600,30821,0.242698888,0.492189376,0.265111736,0,0,-16502.79484
3101,3021,11956,2922,4949,22848,5000,29068,0.609261027,0.001439702,0.389299271,0,0,-25243.74566
3102,1840,6649,4223,11107,23819,2200,27229,0.699396121,0.079789078,0.220814801,0,0,-22847.01839
3103,1845,1564,4114,4774,12297,5400,18837,0.272657941,0.234548151,0.492793908,0,0,-13902.19356
3104,16412,4134,1649,291,22486,3000,26656,0.3605911,0.455148458,0.184260442,0,0,-14385.34319
3105,16476,3190,5998,187,25851,3400,30461,0.223250379,0.557940258,0.218809363,0,0,-14333.39442
3106,2142,4249,9322,564,16277,5000,22447,0.462400342,0.453878338,0.08372132,0,0,-11675.17453
3107,16519,7584,784,388,25275,5800,32285,0.386567861,0.270518992,0.342913146,0,0,-22410.46378
3108,7905,3170,881,8554,20510,4600,26300,0.592627171,0.021271005,0.386101824,0,0,-22407.10788
3109,16563,659,4111,1149,22482,3000,26652,0.785812525,0.015820897,0.198366578,0,0,-23000.96592
3110,16616,3188,1677,2059,23540,3000,27740,0.139743574,0.436430018,0.423826408,0,0,-16355.79834
3111,1859,6669,7238,3049,18815,3800,23825,0.179313042,0.324466024,0.496220934,0,0,-16429.20952
3112,7900,3256,4922,494,16572,2600,20342,0.227990112,0.432133582,0.339876306,0,0,-11815.56327
3113,16612,10159,0,603,27374,3000,31594,0.438612354,0.19014929,0.371238355,0,0,-24305.92706
3114,7940,3214,4926,3279,19359,2600,23149,0.585848268,0.145523798,0.268627935,0,0,-17938.26655
3115,3176,4889,8198,2766,19029,4200,24429,0.914403074,0.081621004,0.003975922,0,0,-17840.11212
3116,3955,3188,3464,8584,19191,4600,24991,0.368773248,0.176848709,0.454378043,0,0,-19245.99314
3117,16653,3238,545,2259,22695,3000,26885,0.492285492,0.097182165,0.410532344,0,0,-22501.12778
3118,16658,3237,1615,6334,27844,3000,32074,0.184087992,0.48091334,0.334998668,0,0,-17313.23335
3119,3393,8171,7270,358,19192,5000,25372,0.268157845,0.111178273,0.620663882,0,0,-21449.86074
3120,16669,610,1727,3352,22358,3400,26928,0.150591759,0.461584951,0.38782329,0,0,-15379.62494
3121,3196,30192,0,0,33388,3400,38018,0.453728344,0.25369149,0.292580166,0,0,-27134.94575
3122,2044,7068,11395,2132,22639,3800,27659,0.623183413,0.257377189,0.119439398,0,0,-18389.85692
3123,1896,6753,4212,7172,20033,3000,24233,0.479659505,0.482169826,0.03817067,0,0,-11980.51817
3124,1903,3680,2085,4609,12277,3800,17227,0.352101888,0.24135087,0.406547242,0,0,-12243.47752
3125,1920,6799,7174,613,16506,3000,20696,0.490913097,0.332383249,0.176703655,0,0,-12757.22016
3126,3456,11948,6283,3212,24899,5400,31519,0.007485291,0.550476462,0.442038247,0,0,-17091.55266
3127,2248,4578,3726,7912,18464,3800,23444,0.208690279,0.212001366,0.579308355,0,0,-18240.16758
3128,7937,4280,7911,2802,22930,3400,27530,0.216939011,0.338011097,0.445049892,0,0,-18375.87278
3129,16667,666,6206,4924,28463,3000,32693,0.027736307,0.412036498,0.560227195,0,0,-20341.07569
3130,7940,8518,2949,4637,24044,4200,29474,0.514512927,0.470105226,0.015381847,0,0,-14798.75532
3131,7673,8363,3928,385,20349,4600,26119,0.042850839,0.907343221,0.04980594,0,0,-6346.631881
3132,16751,7995,234,2676,27656,2600,31466,0.093519812,0.685541084,0.220939104,0,0,-11320.86059
3133,16795,4060,417,4154,25426,3400,30016,0.487279755,0.127642206,0.385078039,0,0,-24382.06098
3134,16839,703,1672,7933,27147,3000,31357,0.476491551,2.54E-04,0.523254127,0,0,-29343.75877
3135,4610,8646,3375,2380,19011,5400,25611,0.488740332,0.21890596,0.292353709,0,0,-17961.00546
3136,10478,4230,4235,478,19421,4200,24791,0.736759002,0.103201353,0.160039644,0,0,-18709.58509
3137,8112,4251,2479,6824,21666,3000,25876,0.217712109,0.244942937,0.537344955,0,0,-19356.1174
3138,8114,1183,8062,1523,18882,5400,25482,0.511672324,0.165071614,0.323256062,0,0,-18789.99451
3139,10490,1035,4400,5961,21886,5000,28076,0.229959283,0.389662445,0.380378273,0,0,-17660.70147
3140,16851,763,9107,1700,28421,3400,33051,0.368513382,0.140267811,0.491218807,0,0,-27185.70217
3141,16885,9428,103,1692,28108,3800,33148,0.158990087,0.304528105,0.536481808,0,0,-23409.39915
3142,7823,3610,887,7205,19525,3400,24115,0.400437038,0.364025868,0.235537094,0,0,-14736.19813
3143,1941,7594,1293,3362,14190,3000,18360,0.482001188,0.436948929,0.081049883,0,0,-9638.519497
3144,840,4794,11559,7067,24260,3000,28480,0.616127041,0.149609923,0.234263036,0,0,-22067.88305
3145,8104,4257,7367,2915,22643,3400,27243,0.307396684,0.357782957,0.334820359,0,0,-17298.35621
3146,16915,10053,531,0,27499,3000,31719,0.173635942,0.278077152,0.548286906,0,0,-23000.1586
3147,1938,3740,1824,7159,14661,3800,19631,0.460689894,0.122469704,0.416840402,0,0,-15402.55335
3148,16930,3206,2959,936,24031,3400,28611,0.316308103,0.349068111,0.334623785,0,0,-18361.95273
3149,16944,675,9237,428,27284,3800,32284,0.306897418,0.368994093,0.32410849,0,0,-20239.08518
3150,8125,4289,7489,1475,21378,3400,25988,0.464731956,0.118979283,0.416288761,0,0,-21158.08164
3151,8135,8464,4174,1464,22237,2600,26037,0.621423804,0.217436501,0.161139695,0,0,-18579.53027
3152,10476,9022,521,4715,24734,4600,30544,0.329088005,0.426394286,0.244517708,0,0,-17569.62532
3153,8141,4325,2524,4128,19118,3000,23298,0.446599783,0.248480265,0.304919952,0,0,-16387.56048
3154,7821,7273,4038,2311,21443,4600,27223,0.463371699,0.478252518,0.058375783,0,0,-13725.20486
3155,16945,7957,531,2685,28118,2600,31938,0.231969957,0.205525312,0.562504731,0,0,-25022.17316
3156,2016,4020,8694,3133,17863,4200,23253,0.461392629,0.045842301,0.492765071,0,0,-19892.66038
3157,7830,7290,535,9291,24946,4200,30356,0.199510715,0.284077611,0.516411674,0,0,-21846.31303
3158,3165,7873,4849,2031,17918,3000,22108,0.343219479,0.157176535,0.499603986,0,0,-17666.58114
3159,7686,11240,2532,3597,25055,5000,31285,0.314005756,0.328639127,0.357355116,0,0,-20690.46468
3160,10529,3437,4323,375,18664,4200,24044,0.413959345,0.316312643,0.269728012,0,0,-15539.99064
3161,4410,12027,531,6229,23197,3000,27417,0.312512131,0.239165789,0.44832208,0,0,-20258.48773
3162,2006,3752,7203,7690,20651,4600,26451,0.328803155,0.28241553,0.388781314,0,0,-18372.87994
3163,17018,6596,3627,1144,28385,4200,33825,0.195833115,0.1586631,0.645503785,0,0,-28059.27352
3164,4116,3729,11298,1322,20465,4600,26285,0.039938136,0.046735462,0.913326401,0,0,-25039.10155
3165,17124,4139,366,1799,23428,3400,28008,0.396991001,0.019905432,0.583103567,0,0,-25699.94834
3166,8686,3049,7450,2433,21618,3000,25838,0.163068811,0.629858916,0.207072273,0,0,-10765.13169
3167,2539,8360,3261,6510,20670,4600,26470,0.377854865,0.26409157,0.358053565,0,0,-18502.75915
3168,17153,6712,1967,613,26445,3400,31045,0.154665362,0.261273678,0.584060961,0,0,-23110.62852
3169,8118,8970,4187,4459,25734,2600,29544,0.379796271,0.1397304,0.480473329,0,0,-24332.0803
3170,17151,9838,630,1129,28748,3000,32988,0.283910905,0.374850808,0.341238287,0,0,-20543.19172
3171,2568,8352,4670,6228,21818,4200,27198,0.087562804,0.29195148,0.620485717,0,0,-20012.61199
3172,7474,3345,7314,2168,20301,5800,27301,0.143256753,0.227964152,0.628779095,0,0,-21396.74549
3173,17191,6675,3545,2529,29940,3000,34200,0.141803686,0.338950454,0.51924586,0,0,-23020.66214
3174,17197,3208,1546,6115,28066,3000,32296,0.328466989,0.208950774,0.462582237,0,0,-24785.16276
3175,8109,9048,4137,345,21639,2600,25419,0.192615307,0.481064287,0.326320406,0,0,-13713.50818
3176,17218,7867,509,2290,27884,2600,31704,0.553773923,0.402133968,0.04409211,0,0,-17884.87662
3177,10742,4820,7858,1306,24726,3800,29726,0.426734018,0.242767562,0.33049842,0,0,-21298.33809
3178,4505,4831,2881,8640,20857,3400,25437,0.294768476,0.162320591,0.542910934,0,0,-20509.90153
3179,17220,6663,3891,124,27898,3400,32508,0.713585361,0.237724678,0.048689961,0,0,-22298.68156
3180,4522,4194,3052,603,12371,3000,16541,0.602109077,0.035635265,0.362255659,0,0,-13547.66803
3181,17240,7293,585,848,25966,3000,30176,0.241635355,0.191600409,0.566764236,0,0,-23951.78244
3182,17302,7852,1276,1846,28276,2600,32106,0.483080118,0.392344555,0.124575327,0,0,-18679.2847
3183,17326,6105,1341,1804,26576,5000,32796,0.7200968,0.185301283,0.094601917,0,0,-23166.36344
3184,17343,3289,7606,1200,29438,3000,33688,0.289282048,0.373962658,0.336755293,0,0,-20982.38523
3185,2239,6939,9410,5898,24486,2600,28296,0.364691297,0.356749701,0.278559003,0,0,-17739.48585
3186,17381,529,2871,1221,22002,6200,29372,0.597234943,0.331610115,0.071154942,0,0,-17286.30889
3187,4572,4257,4870,6702,20401,4600,26191,0.313467304,0.109403947,0.577128748,0,0,-22013.88368
3188,3237,12078,4181,2226,21722,3800,26732,0.335570504,0.337603804,0.326825692,0,0,-17308.86135
3189,17399,7905,504,2148,27956,2600,31776,0.205885935,0.294845854,0.499268211,0,0,-22387.09309
3190,8152,4323,4661,456,17592,2600,21362,0.345322307,0.210484847,0.444192846,0,0,-16111.01821
3191,2602,8147,1032,3329,15110,3400,19680,0.329919901,0.272194081,0.397886018,0,0,-13740.94641
3192,8330,7329,7971,1334,24964,3000,29184,0.390350056,0.14326234,0.466387605,0,0,-23785.54167
3193,4570,8773,6858,1774,21975,5000,28195,0.148089529,0.019405299,0.832505172,0,0,-26823.77721
3194,17423,7813,450,3313,28999,3000,33229,0.387568926,0.313241379,0.299189695,0,0,-22120.6098
3195,4593,4270,4724,581,14168,3000,18328,0.410637867,0.505123619,0.084238513,0,0,-8877.211633
3196,4577,4268,7563,1589,17997,5400,24597,0.299158058,0.285314935,0.415527007,0,0,-17145.36601
3197,17471,1859,4882,957,25169,4200,30589,0.210375726,0.112333022,0.677291252,0,0,-26484.40745
3198,17481,505,3552,4028,25566,4200,30956,0.529002163,0.446151149,0.024846688,0,0,-16167.4582
3199,17496,3330,2234,5230,28290,3000,32520,0.516452823,0.201587007,0.28196017,0,0,-24384.5561
3200,17495,9300,475,0,27270,4200,32680,0.223667105,0.345421357,0.430911538,0,0,-21632.3607
3201,17502,530,7069,784,25885,3800,30885,0.410311943,0.168955269,0.420732788,0,0,-24257.28682
3202,17521,540,6202,4553,28816,2600,32646,0.13397931,0.692595903,0.173424788,0,0,-11323.12275
3203,4636,2923,9285,8755,25599,3800,30619,0.474790595,0.345560007,0.179649399,0,0,-18967.9774
3204,3223,3169,4614,4000,15006,2600,18776,0.451175196,0.223053525,0.325771279,0,0,-13466.95569
3205,17608,7821,1490,0,26919,2600,30699,0.47456868,0.202256004,0.323175315,0,0,-23221.93892
3206,8313,8217,1702,511,18743,4200,24143,0.191247748,0.32456732,0.484184932,0,0,-16637.4161
3207,3539,4574,9337,2568,20018,3800,24998,0.410576645,0.279696119,0.309727236,0,0,-17024.32998
3208,17669,7899,494,730,26792,2600,30592,0.328463028,0.229380442,0.44215653,0,0,-22923.02316
3209,17688,506,2494,4540,25228,4200,30638,0.210862418,0.164878827,0.624258755,0,0,-25138.1679
3210,7852,3042,3370,3134,17398,3800,22378,0.357388661,0.540835483,0.101775856,0,0,-10550.56286
3211,17721,9506,1965,0,29192,3400,33832,0.399187218,0.565367024,0.035445758,0,0,-14774.52202
3212,17721,7791,1247,1397,28156,3000,32366,0.60080937,0.144706462,0.254484168,0,0,-25587.14258
3213,17764,2823,2845,1120,24552,3800,29542,0.781890547,0.201751186,0.016358267,0,0,-20446.88715
3214,4666,7411,3259,4140,19476,4200,24876,0.296567624,0.208290054,0.495142321,0,0,-18967.92967
3215,8320,7312,3215,2520,21367,3000,25587,0.214470525,0.462677099,0.322852376,0,0,-14231.44675
3216,17767,557,1601,5513,25438,3000,29638,0.196567675,0.698531315,0.10490101,0,0,-10204.93859
3217,17778,3781,2117,2615,26291,4200,31701,0.359806115,0.315792192,0.324401693,0,0,-21069.84786
3218,17793,1717,2340,336,22186,3800,27176,0.440087368,0.193782532,0.3661301,0,0,-20450.10357
3219,4712,8717,3279,648,17356,3400,21946,0.415536501,0.579096555,0.005366944,0,0,-9298.762752
3220,2244,6940,3005,11078,23267,2600,27077,0.272601593,0.371149869,0.356248538,0,0,-16953.75258
3221,17792,1732,3029,254,22807,3800,27777,0.342849215,0.388540794,0.268609991,0,0,-16756.99678
3222,17798,6253,1058,3320,28429,3800,33469,0.096438233,0.697726011,0.205835756,0,0,-12282.11828
3223,8327,8629,3167,2995,23118,3000,27318,0.411612992,0.361153006,0.227234001,0,0,-16806.70662
3224,17816,9479,592,1161,29048,3800,34088,0.514767841,0.372199463,0.113032696,0,0,-20220.39274
3225,885,7433,11417,2192,21927,3800,26917,0.301300952,0.250700702,0.447998346,0,0,-19618.06012
3226,8338,8636,411,6085,23470,3000,27690,0.113697241,0.783340549,0.10296221,0,0,-7869.51949
3227,3295,3618,8907,7328,23148,2600,26968,0.34272488,0.149433821,0.507841299,0,0,-22017.38761
3228,2303,1304,8237,7506,19350,3000,23540,0.715414652,0.240418208,0.04416714,0,0,-15604.22262
3229,2925,11782,7706,378,22791,5400,29401,0.394399229,0.298375949,0.307224823,0,0,-19632.69996
3230,8346,8659,4125,1142,22272,3000,26472,0.325788248,0.414500106,0.259711646,0,0,-15374.54286
3231,17893,7786,993,3017,29689,2600,33519,0.614603863,0.19710546,0.188290678,0,0,-25070.7635
3232,8340,8660,3145,2263,22408,3000,26628,0.52156024,0.374187721,0.104252039,0,0,-15585.7083
3233,4594,3099,9302,565,17560,3000,21740,0.376781387,0.148602061,0.474616552,0,0,-17380.25118
3234,8351,8697,536,1698,19282,4200,24682,0.363197309,0.519308625,0.117494065,0,0,-12084.25527
3235,2202,3204,8777,6726,20909,3800,25909,0.385612125,0.213323919,0.401063956,0,0,-19264.56086
3236,17893,7774,3849,489,30005,3000,34255,0.672294557,0.14657405,0.181131393,0,0,-26816.5762
3237,3419,8152,2627,6886,21084,2600,24864,0.387341449,0.102646786,0.510011765,0,0,-21114.52127
3238,17933,2770,5207,1418,27328,3800,32358,0.523512476,0.435204054,0.04128347,0,0,-17296.17488
3239,886,7477,4733,10687,23783,3400,28363,0.381235767,0.534912345,0.083851888,0,0,-13263.92333
3240,17985,7823,1280,0,27088,2600,30878,0.548764562,0.055748057,0.395487381,0,0,-27221.73876
3241,3324,1714,3758,9296,18092,2600,21882,0.292887418,0.598357812,0.10875477,0,0,-9234.42135
3242,17982,2832,5663,1718,28195,3400,32825,0.075581936,0.352052408,0.572365656,0,0,-22115.91354
3243,4035,3182,4675,3414,15306,3800,20286,0.058236669,0.464410965,0.477352366,0,0,-12339.70223
3244,4037,3176,4351,4777,16341,3000,20511,0.223202957,0.371683166,0.405113877,0,0,-13071.69975
3245,18023,3867,418,5336,27644,3400,32244,0.446801268,0.430709335,0.122489397,0,0,-17765.33411
3246,2967,3807,9206,6107,22087,5800,29087,0.705930548,0.20591246,0.088156992,0,0,-19350.40271
