Tue Jan 17 00:24:37 JST 2023,,,,,,,,,,,,,
SCE-5000_SEED(0),,,,,,,,,,,,,
VisitorId,waitingTime[0],waitingTime[1],waitingTime[2],waitingTime[3],sumWaitingTime,movingTime,travelTime,preference[0](WT),preference[1](MT),preference[2](TT),preference[3](smooth),preference[4](bias),utility
1220,3385,7773,3118,7500,21776,3000,25996,0.340925987,0.244836913,0.4142371,0,0,-18927.02269
1221,1951,2355,8029,7407,19742,5800,26782,0.135687097,0.188428355,0.675884548,0,0,-21873.15909
1222,1965,985,3848,4114,10912,4600,16682,0.209375424,0.458956706,0.33166787,0,0,-9928.788884
1223,1980,3488,3979,9401,18848,5400,25448,0.315938226,0.366406195,0.317655579,0,0,-16017.09631
1224,498,7030,11942,7390,26860,2600,30690,0.484018901,0.087114026,0.428867073,0,0,-26389.17463
1225,415,1046,951,3818,6230,4600,11990,0.252275749,0.463382332,0.284341919,0,0,-7112.496254
1226,3400,2595,12408,4251,22654,3800,27664,0.39145264,0.426556771,0.181990589,0,0,-15523.47148
1227,452,6855,8276,7983,23566,2600,27406,0.332148,0.385999311,0.28185269,0,0,-16555.45278
1228,2556,3551,3205,8367,17679,2600,21459,0.376239108,0.237288849,0.386472043,0,0,-15561.78578
1229,1984,3554,7269,3536,16343,3000,20583,0.294449702,0.244953986,0.460596312,0,0,-15027.50733
1230,3429,2389,1966,4224,12008,6200,19388,0.099461573,0.730416827,0.1701216,0,0,-9021.236473
1231,678,2928,6744,11487,21837,3800,26847,0.505147657,0.396107275,0.098745068,0,0,-15187.12587
1232,3496,2204,12409,4248,22357,3800,27377,0.584880117,0.230490179,0.184629704,0,0,-19006.63486
1233,1083,2207,2354,8202,13846,3400,18466,0.117732806,0.124657553,0.757609641,0,0,-16043.98374
1234,1990,3587,3519,7461,16557,2600,20387,0.346336213,0.270401368,0.383262419,0,0,-14250.90317
1235,1982,1995,2342,8155,14474,3000,18674,0.513092221,0.44041384,0.046493938,0,0,-9615.966136
1236,3487,7853,4214,7167,22721,4200,28141,0.078946097,0.452907702,0.468146201,0,0,-16870.04885
1237,1981,1723,3337,4044,11085,3800,16085,0.287794561,0.326496069,0.38570937,0,0,-10635.02299
1238,425,6904,8145,3176,18650,5000,24890,0.371173582,0.062733949,0.56609247,0,0,-21326.09861
1239,550,568,7546,8211,16875,2600,20665,0.321037257,0.36890692,0.310055823,0,0,-12783.96528
1240,1927,1953,1083,8088,13051,3800,18041,0.143122847,0.514078577,0.342798577,0,0,-10005.82399
1241,3490,7850,4269,7246,22855,4200,28275,0.677998061,0.228225744,0.093776194,0,0,-19105.71572
1242,424,6956,3176,4301,14857,2600,18667,0.084269604,0.556273251,0.359457145,0,0,-9408.290489
1243,592,2760,3483,3174,10009,3000,14179,0.423903203,0.389840902,0.186255896,0,0,-8053.292206
1244,3566,4026,4751,8227,20570,4200,25990,0.22937923,0.35708608,0.41353469,0,0,-16965.85888
1245,2671,2263,7371,2896,15201,3400,19791,0.438981432,0.066313525,0.494705043,0,0,-16689.13024
1246,3838,5718,11348,6050,26954,3400,31594,0.187768556,0.394416793,0.417814652,0,0,-19602.56685
1247,414,533,1682,5349,7978,3000,12168,0.393984797,0.401397001,0.204618201,0,0,-6837.19599
1248,1046,2929,3171,7473,14619,3000,18799,0.057340008,0.107148408,0.835511584,0,0,-16866.48106
1249,3705,7748,4267,574,16294,3800,21284,0.44484043,0.199329514,0.355830056,0,0,-15579.16902
1250,730,6217,8474,4322,19743,4200,25153,0.330381318,0.60971199,0.059906692,0,0,-10590.34175
1251,3704,2459,1763,7379,15305,3000,19515,0.322782553,0.3761566,0.301060847,0,0,-11943.8592
1252,3747,2551,4877,4244,15419,3400,20009,0.219971763,0.353458713,0.426569525,0,0,-13128.73385
1253,2705,2240,1312,11883,18140,3400,22740,0.38138504,0.28937379,0.329241171,0,0,-15389.13973
1254,525,5032,4713,7202,17472,2600,21262,0.319307104,0.079962791,0.600730105,0,0,-18559.56048
1255,2018,1779,1165,4921,9883,4200,15253,0.25479972,0.181796843,0.563403437,0,0,-11875.325
1256,3755,1016,7542,3014,15327,3400,19917,0.191102999,0.058062543,0.750834458,0,0,-18080.81821
1257,1058,3319,28468,0,32845,3400,37475,0.253595086,0.447380233,0.299024681,0,0,-21056.37331
1258,3889,3480,1903,11408,20680,4600,26460,0.010031605,0.972317641,0.017650754,0,0,-5147.153694
1259,802,9237,4741,7994,22774,3400,27394,0.166349498,0.493204741,0.340445761,0,0,-14791.51076
1260,3767,4744,1951,4774,15236,5000,21426,0.486763072,0.407378174,0.105858755,0,0,-11721.3427
1261,448,7377,4677,1181,13683,2600,17473,0.464645758,0.493814565,0.041539677,0,0,-8367.488549
1262,1068,1921,3987,3781,10757,3400,15377,0.269088253,0.393526572,0.337385174,0,0,-9420.544514
1263,2168,2137,4341,1994,10640,3400,15200,0.352629935,0.567402165,0.0799679,0,0,-6896.661949
1264,3768,5679,3095,3437,15979,4200,21399,0.291092926,0.220366979,0.488540095,0,0,-16031.18467
1265,3857,11475,7421,1520,24273,3800,29313,0.503917,0.475507186,0.020575814,0,0,-14641.64348
1266,566,8782,1872,3524,14744,2600,18534,0.451668912,0.028509116,0.519821972,0,0,-16367.91057
1267,2772,3327,12048,531,18678,4600,24458,0.473800058,0.167935911,0.358264031,0,0,-18384.56434
1268,3922,3445,8314,3970,19651,2600,23441,0.152046427,0.429241223,0.41871235,0,0,-13918.92771
1269,3940,11144,8004,4966,28054,3400,32714,0.461631747,0.366610966,0.171757287,0,0,-19815.9622
1270,2778,2324,4119,3074,12295,4200,17675,0.26316307,0.392397053,0.344439877,0,0,-10971.63239
1271,1926,2033,3719,7394,15072,3000,19262,0.057603636,0.722119863,0.2202765,0,0,-7277.527547
1272,496,7556,8424,7876,24352,3000,28562,0.325595577,0.265134209,0.409270215,0,0,-20413.88198
1273,1081,1798,3851,2956,9686,4200,15076,0.214960209,0.326498168,0.458541623,0,0,-10366.3704
1274,2845,16921,4100,2242,26108,3000,30298,0.672954599,0.304531822,0.022513579,0,0,-19165.21056
1275,531,579,2766,3552,7428,3000,11608,0.245401722,0.05048845,0.704109827,0,0,-10147.61622
1276,4028,11858,3692,1686,21264,4200,26684,0.115024193,0.5317008,0.353275008,0,0,-14105.8081
1277,4030,3366,7389,2489,17274,4200,22674,0.272519415,0.078367118,0.649113467,0,0,-19754.64102
1278,539,2977,12122,523,16161,4200,21531,0.344084359,0.233678637,0.422237004,0,0,-15633.38253
1279,1259,1391,3588,1970,8208,3800,13178,0.177446964,0.203145117,0.61940792,0,0,-10390.99369
1280,1260,3162,7531,8043,19996,5000,26216,0.579080922,0.23365071,0.187268368,0,0,-17656.98321
1281,523,580,1322,2229,4654,2600,8434,0.430384136,0.493904696,0.075711168,0,0,-3925.707967
1282,4678,5844,11381,2436,24339,4200,29779,0.260456505,0.273493356,0.466050139,0,0,-21366.43007
1283,852,1333,3375,3990,9550,3800,14530,0.593386431,0.241220343,0.165393226,0,0,-8986.641292
1284,1670,1449,3056,7432,13607,3400,18207,0.360221066,0.330421166,0.309357768,0,0,-11657.43689
1285,2139,3461,11970,3133,20703,5000,26903,0.275334734,0.675284818,0.049380448,0,0,-10405.16128
1286,4026,5384,2996,9323,21729,3400,26349,0.023673003,0.608040819,0.368286178,0,0,-12285.70197
1287,4108,2436,11952,3170,21666,3400,26286,0.09598972,0.478955323,0.425054958,0,0,-14881.15598
1288,516,5198,7547,11279,24540,2600,28380,0.216937738,0.591005279,0.192056983,0,0,-12310.84299
1289,4125,7692,8522,550,20889,3400,25499,0.528130885,0.213125875,0.258743239,0,0,-18354.4479
1290,4210,965,12446,3497,21118,3000,25328,0.29050138,0.481499705,0.227998914,0,0,-13354.06376
1291,597,8847,8782,6780,25006,3400,29626,0.095697034,0.42064436,0.483658606,0,0,-18152.06071
1292,2956,2140,4155,7279,16530,3800,21520,0.507708635,0.390417629,0.101873736,0,0,-12068.33353
1293,605,8885,3855,11388,24733,3000,28963,0.076635247,0.314381014,0.608983739,0,0,-20476.55863
1294,1244,7152,4711,3550,16657,2600,20457,0.331461148,0.527301731,0.141237121,0,0,-9781.420632
1295,504,7972,3878,4840,17194,3800,22204,0.224916844,0.078626495,0.696456661,0,0,-19630.1246
1296,1253,7140,3934,1222,13549,2600,17349,0.748322493,0.014419728,0.237257779,0,0,-14292.69795
1297,502,5239,1922,11589,19252,3800,24262,0.010373649,0.526159873,0.463466478,0,0,-13443.74469
1298,1268,7208,4827,3439,16742,2600,20542,0.012712945,0.432109184,0.55517787,0,0,-12740.78782
1299,1273,1604,19796,6841,29514,3000,33744,0.504335813,0.191281173,0.304383014,0,0,-25729.91113
1300,1913,14563,3344,6280,26100,3000,30340,0.522391622,0.431522235,0.046086143,0,0,-16327.24161
1301,1291,17626,7807,2673,29397,4600,35227,0.060907087,0.56704244,0.372050473,0,0,-17505.10287
1302,587,4764,30633,0,35984,3800,41014,0.523047449,0.086908839,0.390043712,0,0,-35148.8458
1303,2832,7696,7131,2203,19862,4600,25642,0.003701854,0.335569948,0.660728198,0,0,-18559.54045
1304,1680,5720,4715,1324,13439,3000,17629,0.023040209,0.600837344,0.376122447,0,0,-8742.812024
1305,2139,17951,4078,1128,25296,3800,30296,0.406982351,0.293368594,0.299649055,0,0,-20487.99397
1306,2148,3087,3220,3611,12066,4200,17486,0.401735438,0.316576487,0.281688075,0,0,-11102.55872
1307,609,8615,3126,1129,13479,3800,18469,0.32921099,0.43482955,0.235959461,0,0,-10447.7225
1308,4093,3301,4207,2650,14251,5000,20431,0.261990322,0.177056223,0.560953455,0,0,-16079.74523
1309,665,3057,2837,1983,8542,4600,14282,0.252424528,0.128535945,0.619039528,0,0,-11588.5982
1310,627,633,3532,12110,16902,3800,21882,0.248585179,0.421124439,0.330290382,0,0,-13029.2737
1311,1910,14640,3594,1692,21836,3800,26846,0.640358969,0.018979714,0.340661317,0,0,-23200.39509
1312,843,3281,1476,3979,9579,3800,14529,0.907948066,0.076257062,0.015794872,0,0,-9216.495057
1313,1973,1489,7714,11331,22507,3000,26727,0.346430804,0.343506606,0.31006259,0,0,-17114.68076
1314,570,649,3545,4389,9153,3800,14113,0.388046705,0.417295814,0.194657481,0,0,-7884.716614
1315,1274,9671,7075,692,18712,2600,22542,0.54176647,0.275428576,0.182804954,0,0,-14974.43775
1316,641,3077,3140,11897,18755,2600,22575,0.190493915,0.491891748,0.317614337,0,0,-12021.77558
1317,705,9329,2021,7253,19308,2600,23108,0.50258002,0.408977251,0.088442728,0,0,-12810.89045
1318,495,2210,4707,3567,10979,5400,17529,0.509167345,0.097230977,0.393601677,0,0,-13014.63936
1319,4253,6485,11268,1646,23652,3800,28692,0.268076182,0.42927108,0.302652738,0,0,-16655.48033
1320,2005,2003,5226,1934,11168,3000,15358,0.364901182,0.467673842,0.167424976,0,0,-8049.55071
1321,7277,8279,3650,1751,20957,4200,26367,0.252119419,0.483624082,0.264256499,0,0,-14282.53891
1322,2022,1441,4515,1970,9948,3000,14138,0.347295558,0.292656883,0.360047559,0,0,-9423.219253
1323,5030,6451,9268,1621,22370,4600,28190,0.261545218,0.519934005,0.218520778,0,0,-14402.56366
1324,1280,2948,5544,3691,13463,3000,17703,0.330088435,0.646971941,0.022939624,0,0,-6790.996593
1325,4258,3145,2942,4204,14549,3800,19549,0.314105551,0.090973557,0.594920891,0,0,-16545.72969
1326,1296,1365,7687,4680,15028,2600,18818,0.478632871,0.154122763,0.367244366,0,0,-14504.41844
1327,5062,1660,8703,2471,17896,4600,23686,0.362915313,0.083850565,0.553234122,0,0,-19984.34845
1328,3045,2252,3293,4300,12890,3800,17870,0.206741686,0.43392172,0.359336594,0,0,-10735.1478
1329,912,11904,4756,6694,24266,4200,29666,0.342835197,0.385478514,0.271686289,0,0,-17998.0941
1330,5113,7558,7627,2585,22883,4600,28703,0.309959126,0.563046507,0.126994367,0,0,-13327.92792
1331,803,9836,4282,8598,23519,5000,29729,0.610707496,0.231430287,0.157862217,0,0,-20213.46688
1332,1474,3063,1645,3076,9258,4200,14658,0.351096853,0.129602279,0.519300868,0,0,-11406.69636
1333,7292,8097,3179,8751,27319,5800,34369,0.199968299,0.068147121,0.73188458,0,0,-31012.32839
1334,3136,3227,2005,3822,12190,4600,17960,0.430956236,0.089179666,0.479864098,0,0,-14281.94218
1335,5111,7426,4738,2405,19680,3000,23870,0.327442055,0.386651404,0.285906541,0,0,-14428.60298
1336,5124,3727,4719,8118,21688,4600,27488,0.293079072,0.580739628,0.126181301,0,0,-12496.17278
1337,823,6377,4223,7287,18710,3800,23730,0.498379994,0.481627231,0.019992774,0,0,-11629.30171
1338,1474,3137,1224,3928,9763,2600,13573,0.350240331,0.395970949,0.25378872,0,0,-7893.595111
1339,3138,3221,2004,3845,12208,4600,17978,0.228482446,0.257247763,0.514269791,0,0,-13218.19571
1340,3148,1925,3773,8213,17059,2600,20849,0.373341626,0.302698325,0.323960049,0,0,-13910.09351
1341,959,3501,7972,11240,23672,5000,29882,0.18514777,0.384945223,0.429907007,0,0,-19154.0253
1342,3151,3426,7518,3968,18063,3800,23043,0.253756926,0.601490269,0.144752805,0,0,-10204.81326
1343,1476,7688,4855,2569,16588,2600,20378,0.596403313,0.355491252,0.048105435,0,0,-11797.70797
1344,984,627,3516,4390,9517,3400,14077,0.465702582,0.093128843,0.441168575,0,0,-10959.05957
1345,595,1517,3945,12062,18119,2200,21549,0.241903106,0.417127182,0.340969711,0,0,-12648.27849
1346,1009,577,3461,4212,9259,4600,15019,0.709592369,0.153695792,0.136711839,0,0,-9330.391498
1347,4252,4220,11635,3080,23187,3000,27427,0.590853251,0.230696946,0.178449803,0,0,-19286.54791
1348,1044,10848,9340,3809,25041,3400,29651,0.257172584,0.310472009,0.432355407,0,0,-20315.23368
1349,5132,8125,8106,4486,25849,6200,33289,0.25432396,0.383417796,0.362258244,0,0,-21010.42506
1350,5197,1309,11936,4139,22581,4200,27981,0.371237307,0.0059374,0.622825294,0,0,-25835.12124
1351,2988,2283,7586,1045,13902,3800,18862,0.09392271,0.081995926,0.824081364,0,0,-17161.12072
1352,3202,2025,7625,7642,20494,3400,25104,0.370746468,0.529328927,0.099924605,0,0,-11906.30375
1353,2341,15289,523,6951,25104,2600,28934,0.305975504,0.623781055,0.070243441,0,0,-11335.46352
1354,561,5662,4745,4203,15171,2600,18921,0.105178905,0.470471398,0.424349697,0,0,-10848.01542
1355,1487,7703,3935,1195,14320,2600,18120,0.38107471,0.465897172,0.153028118,0,0,-9441.191991
1356,2872,10907,3952,2177,19908,4200,25288,0.448077022,0.372215469,0.179707509,0,0,-15028.06581
1357,3202,2596,4202,3003,13003,5000,19183,0.328961136,0.232386876,0.438651988,0,0,-13854.07712
1358,868,2944,2356,1953,8121,3000,12291,0.487221391,0.506919941,0.005858668,0,0,-5549.493631
1359,1028,7057,8217,4264,20566,4200,25986,0.698637191,0.084267153,0.217095656,0,0,-20363.54224
1360,3203,940,3630,7471,15244,3800,20234,0.235100333,0.469940551,0.294959115,0,0,-11337.84632
1361,5383,3498,8916,3151,20948,4200,26358,0.549690363,0.369177292,0.081132344,0,0,-15203.94469
1362,5390,1655,4673,4295,16013,3800,20983,0.508805935,0.057400432,0.433793633,0,0,-17467.92289
1363,1485,11330,1281,3447,17543,2600,21363,0.267337379,0.413553401,0.31910922,0,0,-12582.26875
1364,2359,15344,2396,6337,26436,3000,30676,0.150378867,0.441362534,0.408258599,0,0,-17823.24412
1365,4316,3306,11659,1709,20990,4200,26420,0.326573472,0.36499744,0.308429088,0,0,-16536.46292
1366,1484,7838,3309,2513,15144,6600,22954,0.499755731,0.237646586,0.262597683,0,0,-15164.43547
1367,587,5918,30248,0,36753,2600,40583,0.148501844,0.669181111,0.182317046,0,0,-14596.73182
1368,595,5865,4766,2978,14204,2600,17954,0.212257197,0.626091972,0.161650831,0,0,-7545.019368
1369,921,1383,4580,1845,8729,3400,13299,0.321408276,0.334026668,0.344565056,0,0,-8523.634192
1370,1480,3236,7345,3345,15406,2600,19236,0.46885261,0.465645527,0.065501863,0,0,-9693.815518
1371,634,3010,4081,7304,15029,5000,21189,0.305112346,0.388584505,0.306303149,0,0,-13018.7134
1372,956,3001,1366,3940,9263,3400,13813,0.243646879,0.74126298,0.015090141,0,0,-4985.635291
1373,931,3102,26216,1531,31780,3000,36010,0.090889528,0.520728008,0.388382464,0,0,-18436.30574
1374,982,3157,3458,1992,9589,3400,14139,0.367976663,0.549870559,0.082152778,0,0,-6559.646255
1375,4279,3642,4578,3931,16430,5800,23400,0.533699244,0.35358638,0.112714376,0,0,-13456.99598
1376,2354,15526,2179,566,20625,3800,25635,0.609139274,0.062230577,0.328630149,0,0,-21224.40759
1377,1495,3271,3510,7372,15648,2600,19488,0.422363854,0.366647112,0.210989035,0,0,-11674.18638
1378,1515,9840,9301,6996,27652,3000,31902,0.333314164,0.282471926,0.38421391,0,0,-22321.4112
1379,1006,7575,4140,2719,15440,3400,20030,0.256703518,0.66180764,0.081488841,0,0,-7845.86979
1380,665,934,1713,3897,7209,3000,11389,0.315123233,0.300123454,0.384753312,0,0,-7554.049226
1381,625,7034,4803,7482,19944,5800,26934,0.339801565,0.552424441,0.107773994,0,0,-12883.84893
1382,1722,1370,2792,4605,10489,3800,15479,0.323654087,0.389701375,0.286644538,0,0,-9312.643749
1383,1721,3298,2728,7464,15211,2200,18641,0.833379421,0.121527291,0.045093288,0,0,-13784.4784
1384,2864,11482,7955,371,22672,4600,28462,0.693797961,0.229652706,0.076549333,0,0,-18964.93694
1385,1734,1356,1070,4733,8893,3800,13863,0.605150971,0.35029896,0.044550069,0,0,-7330.34124
1386,2361,15600,463,3265,21689,2600,25509,0.422745172,0.130442268,0.44681256,0,0,-20905.81152
1387,7057,4202,450,20057,31766,8600,41556,0.594247286,0.159806055,0.245946659,0,0,-30471.75073
1388,5481,4300,8574,2993,21348,4600,27168,0.154499756,0.487789295,0.357710949,0,0,-15260.38262
1389,1053,7519,8346,4201,21119,4200,26539,0.242213771,0.431919653,0.325866575,0,0,-15577.54823
1390,662,3462,4711,3227,12062,3800,17052,0.41245533,0.200462049,0.387082621,0,0,-12337.32483
1391,3346,3304,1756,7279,15685,3400,20255,0.476039099,0.212464863,0.311496038,0,0,-14498.40605
1392,2851,10920,3338,715,17824,3800,22804,0.31689018,0.443256406,0.239853414,0,0,-12802.24216
1393,2373,15624,456,3169,21622,3400,26232,0.14632589,0.55027469,0.30339942,0,0,-12993.56592
1394,5542,4373,4835,597,15347,4600,21117,0.442757164,0.17703019,0.380212646,0,0,-15638.28352
1395,5590,3029,11204,2466,22289,6200,29719,0.599716191,0.218004217,0.182279592,0,0,-20135.86751
1396,5631,7848,4137,7743,25359,3000,29579,0.378338978,0.233373843,0.38828718,0,0,-21779.56615
1397,3349,3017,4070,4761,15197,5400,21767,0.548763749,0.363473186,0.087763065,0,0,-12212.65653
1398,1748,3699,1765,7363,14575,3400,19195,0.167516526,0.421837086,0.410646388,0,0,-11758.15687
1399,5638,1496,11881,3159,22174,3400,26784,0.734256434,0.177670971,0.088072595,0,0,-19244.41985
1400,3422,3407,1790,11200,19819,6600,27609,0.606193332,0.303529866,0.090276802,0,0,-16509.89499
1401,1742,3375,3469,3051,11637,2200,15047,0.747365253,0.216168164,0.036466583,0,0,-9721.372087
1402,629,6282,12104,3222,22237,3000,26457,0.020165566,0.102232822,0.877601612,0,0,-23973.82601
1403,475,1199,10290,7595,19559,3800,24569,0.328755166,0.459482663,0.211762171,0,0,-13378.94119
1404,953,3163,1644,7442,13202,4200,18562,0.087100376,0.432999529,0.479900095,0,0,-11876.40275
1405,657,9570,4291,11196,25714,3400,30354,0.079662478,0.499865671,0.420471851,0,0,-16510.98681
1406,3428,2884,3031,11360,20703,3000,24903,0.346795584,0.274664412,0.378540004,0,0,-17430.48393
1407,4363,3602,8417,3381,19763,2600,23563,3.14E-04,0.37601737,0.62366863,0,0,-15679.35468
1408,3508,11264,7300,573,22645,3400,27255,0.485909471,0.119930797,0.394159731,0,0,-22154.00816
1409,2547,16662,3231,603,23043,2600,26863,0.171743013,0.368031377,0.46022561,0,0,-17277.39639
1410,1010,11378,11384,2234,26006,3400,30646,0.678461036,0.281110599,0.040428365,0,0,-19838.80141
1411,3550,5748,3027,3366,15691,3800,20691,0.655649683,0.219768946,0.124581371,0,0,-13700.63432
1412,3552,2986,8023,812,15373,3400,19953,0.12003325,0.422686271,0.457280478,0,0,-12406.52187
1413,995,12927,7569,2481,23972,4200,29382,0.0260214,0.408175635,0.565802965,0,0,-18962.54538
1414,1052,3039,4200,4689,12980,5000,19150,0.014569608,0.898105507,0.087324885,0,0,-6351.912591
1415,5920,7994,601,10804,25319,5400,31949,0.507731516,0.354215,0.138053484,0,0,-19178.68602
1416,997,9824,1423,7523,19767,3400,24367,0.282068871,0.306498783,0.411432346,0,0,-16643.12321
1417,688,663,2953,2828,7132,3000,11312,0.220149718,0.519338108,0.260512174,0,0,-6075.035827
1418,1113,5718,29700,0,36531,3400,41181,0.368899849,0.513770928,0.117329223,0,0,-20054.83629
1419,3592,3466,4853,3455,15366,4600,21136,0.060566595,0.421075318,0.518358087,0,0,-13823.62929
1420,585,1154,4476,4159,10374,3000,14554,0.015369415,0.099965061,0.884665524,0,0,-13334.75953
1421,1772,3707,7308,3460,16247,3000,20487,0.438464989,0.30611628,0.255418731,0,0,-13274.85306
1422,1772,1496,4000,3835,11103,2600,14923,0.159510914,0.181446402,0.659042685,0,0,-12077.7043
1423,1110,10081,11508,5683,28382,4600,34232,0.390739319,0.353172321,0.25608836,0,0,-21480.97276
1424,1948,3807,7444,1024,14223,3400,18843,0.371130157,0.266977188,0.361892655,0,0,-13005.44996
1425,2570,16938,4111,520,24139,3000,28339,0.5353782,0.189194173,0.275427627,0,0,-21296.42041
1426,915,2016,5008,11394,19333,3800,24353,0.554875374,0.43371026,0.011414365,0,0,-12653.47864
1427,1009,13157,1005,7811,22982,4200,28382,0.481904843,0.356678955,0.161416202,0,0,-17154.50336
1428,3665,2290,4094,11380,21429,2600,25229,0.284363876,0.264680889,0.450955235,0,0,-18158.95344
1429,2984,5127,3827,1222,13160,3800,18130,0.499894254,0.077407487,0.422698259,0,0,-14536.27627
1430,4369,4853,3850,8940,22012,3400,26642,0.064746391,0.652016858,0.283236752,0,0,-11188.04841
1431,687,8769,8800,4132,22388,2600,26188,0.571793661,0.17088349,0.257322849,0,0,-19984.38432
1432,1772,2032,1346,7545,12695,3800,17685,0.434239944,0.160541766,0.40521829,0,0,-13289.02026
1433,3665,3429,4315,7211,18620,3400,23200,0.524672115,0.155179036,0.32014885,0,0,-17724.45681
1434,2991,5398,3155,11376,22920,4600,28720,0.337983864,0.020383953,0.641632183,0,0,-26268.03264
1435,2552,17042,3271,567,23432,2600,27252,0.092234989,0.158745563,0.749019448,0,0,-22986.26673
1436,1839,3759,4227,3116,12941,4600,18741,0.089134221,0.636344059,0.27452172,0,0,-9225.480181
1437,686,685,7749,8286,17406,2600,21216,0.104066474,0.430911298,0.465022227,0,0,-12797.66201
1438,2989,5107,2003,3462,13561,3800,18531,0.461036637,0.532019031,0.006944332,0,0,-8402.475565
1439,3656,3431,4193,7205,18485,3000,22665,0.286337799,0.349104423,0.364557778,0,0,-14602.96953
1440,3737,3363,4208,11379,22687,2600,26477,0.323656256,0.221448144,0.454895601,0,0,-19962.82547
1441,1980,12129,4778,7502,26389,2600,30219,0.394891823,0.440158968,0.16494921,0,0,-16549.81379
1442,489,910,7756,8266,17421,2600,21231,0.53728362,0.245640494,0.217075886,0,0,-14607.42137
1443,1893,13718,4729,1721,22061,3000,26261,0.073438923,0.242624035,0.683937041,0,0,-20308.87883
1444,1016,9855,7323,3134,21328,3400,25938,0.639825167,0.163691465,0.196483368,0,0,-19299.12774
1445,645,6542,4854,4311,16352,3000,20532,0.383440939,0.137095496,0.479463566,0,0,-16525.65865
1446,643,3215,27754,1129,32741,3800,37781,0.621239811,0.155219664,0.223540524,0,0,-29375.43194
1447,683,1067,9777,9196,20723,4200,26153,0.411386539,0.166657234,0.421956227,0,0,-20260.54484
1448,850,634,2836,4824,9144,4600,14894,0.20048547,0.38769077,0.41182376,0,0,-9750.319759
1449,1088,7381,2005,4219,14693,4200,20053,0.297573974,0.364300021,0.338126005,0,0,-12682.75527
1450,3826,2702,4118,999,11645,5800,18615,0.22250745,0.191150108,0.586342441,0,0,-14614.53443
1451,701,663,3410,2866,7640,2600,11400,0.481178301,0.424582628,0.094239071,0,0,-5854.442459
1452,704,1067,8380,8493,18644,2600,22484,0.480532558,0.072217843,0.447249599,0,0,-19202.77538
1453,3845,3483,3181,8590,19099,2600,22879,0.297983766,0.515398103,0.186618131,0,0,-11300.86324
1454,1911,1928,1060,3728,8627,2600,12407,0.110244356,0.49128367,0.398471973,0,0,-7172.25738
1455,2197,13450,3345,2166,21158,3000,25388,0.560794793,0.216126964,0.223078243,0,0,-18177.18755
1456,921,2971,7494,3126,14512,3000,18682,0.246465227,0.194006907,0.559527866,0,0,-14611.82369
1457,770,2879,3206,11688,18543,3800,23563,0.425581223,0.11112436,0.463294417,0,0,-19230.43153
1458,1065,3314,3422,28368,36169,3000,40379,0.02640318,0.533250533,0.440346287,0,0,-20335.47093
1459,6371,2034,8522,4229,21156,5400,27746,0.263275454,0.404035718,0.332688828,0,0,-16982.43261
1460,4346,1132,4895,3030,13403,3800,18373,0.272043632,0.443664822,0.284291546,0,0,-10555.4157
1461,4408,6741,4238,576,15963,3800,20963,0.028026555,0.509515784,0.462457661,0,0,-12078.04782
1462,4432,7494,1196,11353,24475,4200,29895,0.445209684,0.213715095,0.341075221,0,0,-21990.55416
1463,4453,3726,8295,468,16942,3400,21532,0.445500639,0.092272758,0.462226603,0,0,-17814.06241
1464,3057,4153,1839,4212,13261,6600,21021,0.292642468,0.354987404,0.352370127,0,0,-13630.82109
1465,4497,5016,4289,8509,22311,4600,28131,0.530565041,0.188523447,0.280911512,0,0,-20606.96624
1466,4509,3219,8664,4162,20554,3800,25554,0.219783414,0.410795685,0.369420901,0,0,-15518.63361
1467,4538,6560,11300,2438,24836,3400,29486,3.71E-04,0.589530994,0.410098346,0,0,-14105.77092
1468,2492,7819,2974,7328,20613,3800,25633,0.153142876,0.488498855,0.358358268,0,0,-14198.82725
1469,4538,6613,11267,2467,24885,3400,29535,0.490977151,0.037298963,0.471723886,0,0,-26277.14785
1470,2165,2024,2541,7618,14348,2200,17758,0.405192881,0.302377897,0.292429222,0,0,-11671.89696
1471,3877,3458,8073,3372,18780,3800,23770,0.40047507,0.108049886,0.491475043,0,0,-19613.87317
1472,555,2958,6492,7166,17171,3400,21751,0.696503139,0.275340633,0.028156227,0,0,-13508.23966
1473,2508,2236,6877,4671,16292,3000,20492,0.361524498,0.019946558,0.618528945,0,0,-18624.69193
1474,4573,1374,4676,3086,13709,3800,18679,0.136501156,0.602751795,0.260747048,0,0,-9032.24529
1475,3955,3063,7389,4403,18810,4600,24600,0.39909789,0.443431038,0.157471073,0,0,-13420.60247
1476,735,2926,1195,7470,12326,3400,16886,0.314457652,0.08674859,0.598793757,0,0,-14282.18162
1477,773,646,1809,7457,10685,3000,14875,0.266650913,0.348574658,0.384774429,0,0,-9618.408615
1478,4575,7038,9337,1641,22591,4200,28011,0.0984592,0.448391108,0.453149692,0,0,-16800.71046
1479,771,3010,2858,1968,8607,4200,13967,0.445432322,0.408712553,0.145855126,0,0,-7587.587252
1480,4583,7452,3007,3961,19003,2600,22803,0.599735275,0.010292762,0.389971962,0,0,-20316.06127
1481,4595,2748,8240,3205,18788,5000,25008,0.340189386,0.456454254,0.20335636,0,0,-13759.2853
1482,4046,3771,7440,3358,18615,3400,23205,0.428430199,0.340918052,0.230651749,0,0,-14486.62337
